CALDAY,IS_MBS,CITY,BUSINESS_UNIT,VALUE_TRANSACTIONS_TOTAL,VALUE_SALE_AMOUNT_TOTAL
2023-01-13,1,HỒ CHÍ MINH,1500,2304,746405158
2022-05-15,0,HỒ CHÍ MINH,2000,125160,16345500647
2023-07-01,1,HỒ CHÍ MINH,2000,31477,5342436726
2023-05-30,1,HÀ NỘI,1500,15798,4505831892
2023-07-04,0,HÀ NỘI,1009,53,2784063
2022-06-27,0,HỒ CHÍ MINH,2000,111530,14486122263
2023-03-23,1,HỒ CHÍ MINH,1009,60,5138410
2023-06-23,1,HÀ NỘI,2000,77458,9732585614
2023-03-07,1,HÀ NỘI,2000,47908,5892161304
2023-03-23,0,HỒ CHÍ MINH,1009,155,8319750
2022-04-28,0,HÀ NỘI,2000,188687,20949165980
2022-09-27,0,HỒ CHÍ MINH,2000,104871,13826902494
2023-11-16,0,HÀ NỘI,2000,86659,9056730285
2024-01-03,0,HÀ NỘI,2000,80860,6774813757
2024-02-22,0,HÀ NỘI,1500,19566,4359498237
2023-05-03,1,HÀ NỘI,2000,59851,8395761556
2022-09-13,0,HỒ CHÍ MINH,2000,107478,13446197298
2023-09-22,0,HÀ NỘI,2000,117076,9780116870
2023-09-27,1,HỒ CHÍ MINH,2000,41294,5831338708
2023-10-03,0,HÀ NỘI,2000,108874,8261729307
2023-05-13,1,HÀ NỘI,2000,65677,9912065737
2023-09-04,0,HỒ CHÍ MINH,2000,83314,10105504548
2023-11-11,1,HÀ NỘI,1500,28459,9025824287
2022-09-28,1,HỒ CHÍ MINH,2000,3005,533850914
2022-09-26,0,HỒ CHÍ MINH,1500,14550,3886478461
2023-08-11,0,HỒ CHÍ MINH,1500,10095,1969926420
2024-04-05,0,HỒ CHÍ MINH,1500,8512,1657605208
2023-06-27,0,HỒ CHÍ MINH,1500,9136,1822502790
2023-07-14,1,HÀ NỘI,1500,16695,5176518759
2023-12-22,0,HÀ NỘI,1500,20423,5404354506
2023-09-10,1,HỒ CHÍ MINH,2000,49101,7710071913
2022-12-18,1,HỒ CHÍ MINH,2000,5640,988152428
2023-06-01,1,HỒ CHÍ MINH,1009,123,8329413
2023-08-21,1,HỒ CHÍ MINH,1500,5489,1779650096
2024-01-16,1,HỒ CHÍ MINH,1500,5063,1498008885
2022-12-01,1,HÀ NỘI,2000,6554,881396757
2023-08-25,1,HỒ CHÍ MINH,1500,4624,1392258958
2023-04-03,1,HÀ NỘI,1500,14129,4055428748
2023-07-11,1,HÀ NỘI,1500,18347,5480823766
2023-12-28,0,HỒ CHÍ MINH,1500,8448,2033640793
2023-12-14,1,HỒ CHÍ MINH,1500,5089,1358503732
2024-02-28,1,HỒ CHÍ MINH,1500,4343,1217473978
2022-10-05,1,HỒ CHÍ MINH,2000,2418,411564086
2023-05-02,1,HỒ CHÍ MINH,1009,129,14234444
2023-06-30,1,HỒ CHÍ MINH,1009,145,15695128
2023-03-31,1,HÀ NỘI,1009,61,12164910
2023-08-21,0,HÀ NỘI,1009,55,3150000
2023-06-27,1,HÀ NỘI,1500,17286,5264221722
2022-10-16,1,HÀ NỘI,1009,20,1535600
2022-11-17,1,HỒ CHÍ MINH,1009,57,5415116
2023-04-09,0,HÀ NỘI,1009,82,4910325
2022-06-16,0,HÀ NỘI,2000,218069,25178121708
2022-10-10,1,HỒ CHÍ MINH,1009,25,3069900
2023-07-23,0,HỒ CHÍ MINH,1009,110,5373736
2023-02-16,0,HÀ NỘI,1009,45,2811530
2024-02-16,1,HỒ CHÍ MINH,1500,3894,1165557335
2024-04-15,1,HÀ NỘI,2000,77205,9113335166
2023-06-22,0,HÀ NỘI,1009,36,1823600
2023-04-16,0,HÀ NỘI,1009,96,8090260
2024-04-13,0,HÀ NỘI,1500,26939,8316974734
2024-03-18,1,HỒ CHÍ MINH,1009,108,14620538
2022-09-11,1,HỒ CHÍ MINH,2000,5244,936924829
2024-03-20,1,HÀ NỘI,2000,77019,9369647366
2022-01-21,0,HỒ CHÍ MINH,1500,11333,4425189784
2023-06-04,0,HỒ CHÍ MINH,1500,10598,2410573113
2023-05-17,1,HÀ NỘI,1500,16340,4551172070
2022-01-13,0,HỒ CHÍ MINH,1500,10255,3775054596
2024-01-23,1,HÀ NỘI,1500,21963,7034710946
2023-06-17,1,HÀ NỘI,1009,115,12561170
2022-04-06,0,HỒ CHÍ MINH,2000,105007,14452291544
2022-12-09,0,HỒ CHÍ MINH,1009,172,13195416
2023-05-19,1,HÀ NỘI,1009,45,3370270
2023-08-31,1,HÀ NỘI,1500,16415,5327819021
2023-08-20,1,HÀ NỘI,1500,23192,9098018997
2023-06-01,1,HÀ NỘI,1009,64,6931660
2022-07-04,0,HÀ NỘI,1500,43948,10613460159
2022-07-12,0,HÀ NỘI,2000,217486,25699725891
2022-09-13,0,HÀ NỘI,1500,41402,10313188535
2023-07-24,0,HÀ NỘI,2000,105683,9188559611
2024-01-28,0,HỒ CHÍ MINH,1009,53,2571740
2024-03-27,1,HỒ CHÍ MINH,1500,5090,1326123171
2022-10-29,1,HỒ CHÍ MINH,2000,6964,1434309219
2022-11-16,1,HỒ CHÍ MINH,1009,77,5671300
2023-12-17,0,HỒ CHÍ MINH,1500,10637,2317478118
2022-11-04,0,HÀ NỘI,2000,196174,20447521213
2023-01-03,0,HÀ NỘI,1500,38934,12365121434
2024-03-10,0,HÀ NỘI,2000,125216,12588610365
2023-07-26,0,HÀ NỘI,1500,27014,5653468478
2023-10-21,0,HÀ NỘI,2000,117288,10983137918
2023-05-04,0,HÀ NỘI,2000,138508,12092821474
2023-12-06,0,HÀ NỘI,2000,82168,7064326797
2023-01-18,1,HỒ CHÍ MINH,2000,17520,3829489733
2024-02-06,0,HỒ CHÍ MINH,2000,60972,8631744391
2023-12-10,0,HỒ CHÍ MINH,1500,11725,3513984092
2023-05-07,1,HỒ CHÍ MINH,2000,32990,5198035173
2023-10-19,1,HỒ CHÍ MINH,2000,38197,5250369009
2022-09-22,0,HỒ CHÍ MINH,1500,14237,3855833939
2024-03-11,0,HÀ NỘI,1500,21199,4546751081
2024-03-12,1,HÀ NỘI,2000,77766,9133236630
2023-11-08,1,HÀ NỘI,2000,108596,12552615791
2024-03-19,1,HỒ CHÍ MINH,1500,4433,1259975566
2023-04-09,1,HỒ CHÍ MINH,2000,32609,5431483654
2023-03-12,1,HÀ NỘI,2000,54354,7879817723
2023-03-17,1,HỒ CHÍ MINH,2000,24410,3655513348
2023-04-24,1,HỒ CHÍ MINH,2000,28618,4030596972
2023-09-08,1,HÀ NỘI,1500,16299,4865022374
2023-10-08,0,HỒ CHÍ MINH,1500,10637,2707609449
2022-08-31,1,HÀ NỘI,2000,8096,1150059310
2023-01-29,1,HỒ CHÍ MINH,1500,4209,897309691
2023-11-09,1,HỒ CHÍ MINH,1009,247,63337000
2023-07-24,1,HỒ CHÍ MINH,1009,159,11773340
2023-08-21,1,HÀ NỘI,1009,103,10666620
2023-05-18,0,HÀ NỘI,1009,80,4957570
2023-03-29,0,HÀ NỘI,1009,63,4302210
2024-03-28,1,HỒ CHÍ MINH,1009,87,16934547
2023-07-10,0,HÀ NỘI,1009,37,1428860
2023-12-14,0,HỒ CHÍ MINH,1009,59,2689110
2023-10-27,0,HÀ NỘI,1009,53,1464645
2023-03-09,1,HÀ NỘI,1009,37,3905450
2023-12-20,1,HÀ NỘI,1009,24,2154240
2023-08-31,0,HÀ NỘI,1009,44,2002800
2023-02-02,0,HÀ NỘI,1009,108,5740450
2024-01-25,0,HỒ CHÍ MINH,1009,50,1751661
2023-12-31,1,HỒ CHÍ MINH,2000,55961,8919625194
2023-04-07,1,HÀ NỘI,1009,69,14731398
2024-03-24,1,HỒ CHÍ MINH,1500,5977,2260705174
2022-11-12,1,HỒ CHÍ MINH,2000,6133,1014552765
2024-01-03,1,HỒ CHÍ MINH,1500,5360,1538548560
2023-04-21,0,HỒ CHÍ MINH,2000,82905,8454791371
2023-06-16,0,HÀ NỘI,1009,48,5010050
2023-04-28,0,HỒ CHÍ MINH,2000,85157,8711846412
2023-03-05,1,HỒ CHÍ MINH,1009,119,9974500
2023-01-09,0,HỒ CHÍ MINH,2000,81225,10534176043
2024-02-10,0,HÀ NỘI,2000,35,3268788
2023-08-04,1,HÀ NỘI,1009,103,9578380
2024-02-20,0,HỒ CHÍ MINH,2000,58478,6539688382
2023-03-19,0,HỒ CHÍ MINH,2000,98060,9919131467
2022-10-29,1,HÀ NỘI,2000,12688,2347690150
2023-09-17,1,HỒ CHÍ MINH,2000,44544,6482084516
2024-04-19,0,HÀ NỘI,1500,20095,5063063425
2024-03-07,0,HỒ CHÍ MINH,1009,30,1144189
2023-07-02,0,HÀ NỘI,1500,34137,7506097881
2023-09-23,1,HỒ CHÍ MINH,1009,193,90244790
2023-02-01,1,HÀ NỘI,1500,7496,1888917537
2023-03-13,1,HÀ NỘI,1009,58,9031850
2023-07-29,0,HÀ NỘI,2000,112554,9728402801
2023-05-10,0,HÀ NỘI,1500,23488,4541052320
2022-03-29,0,HỒ CHÍ MINH,2000,104489,13331032896
2024-03-27,0,HỒ CHÍ MINH,2000,63394,5054304010
2024-01-31,0,HÀ NỘI,2000,94054,12502564342
2024-01-29,1,HÀ NỘI,2000,89010,11854002071
2022-11-26,1,HỒ CHÍ MINH,1009,100,6913180
2023-04-30,1,HỒ CHÍ MINH,2000,23485,4046988047
2022-10-24,0,HÀ NỘI,2000,214893,24175642912
2023-11-16,0,HỒ CHÍ MINH,1009,88,4246813
2022-10-31,0,HÀ NỘI,2000,198039,21064845230
2023-08-07,0,HỒ CHÍ MINH,2000,78171,7662275245
2022-12-05,0,HÀ NỘI,2000,176082,18308723857
2023-07-19,0,HỒ CHÍ MINH,2000,75833,7647765228
2022-12-07,1,HÀ NỘI,1009,48,3804366
2023-11-30,1,HỒ CHÍ MINH,2000,45291,6354866943
2022-12-07,0,HÀ NỘI,2000,184364,19915930219
2022-11-26,0,HÀ NỘI,1500,53191,15858981955
2022-08-23,0,HÀ NỘI,2000,215380,23251282926
2023-05-10,0,HỒ CHÍ MINH,1500,7835,1561301179
2024-02-14,0,HÀ NỘI,2000,151212,13832440682
2022-11-19,0,HÀ NỘI,1500,55130,16274485194
2023-09-21,0,HÀ NỘI,2000,120580,10583599968
2022-10-04,0,HÀ NỘI,2000,199445,20467612623
2022-02-17,0,HÀ NỘI,2000,173094,22392792322
2024-03-15,1,HÀ NỘI,2000,74018,9371698059
2022-02-26,0,HỒ CHÍ MINH,2000,107192,14163326357
2022-10-30,0,HỒ CHÍ MINH,2000,127704,15196406439
2022-02-13,0,HÀ NỘI,2000,180732,23907564979
2024-02-27,0,HÀ NỘI,2000,97054,8789383451
2022-12-14,0,HÀ NỘI,2000,180932,19511583183
2023-05-23,0,HÀ NỘI,2000,141287,12143903922
2023-02-14,0,HÀ NỘI,2000,162113,16639693093
2022-11-23,0,HỒ CHÍ MINH,2000,104865,13070479204
2022-07-18,0,HỒ CHÍ MINH,1500,14014,3542804965
2023-12-02,0,HÀ NỘI,2000,101231,8598880445
2023-04-11,0,HỒ CHÍ MINH,2000,83062,9850704615
2022-08-29,0,HỒ CHÍ MINH,1500,13743,3737579398
2023-06-30,1,HÀ NỘI,2000,80393,11072222813
2023-01-31,0,HỒ CHÍ MINH,1500,9978,2387421821
2023-01-17,0,HỒ CHÍ MINH,1500,13047,5808993377
2023-07-01,1,HÀ NỘI,2000,85627,11903349731
2023-09-16,0,HỒ CHÍ MINH,1500,10640,2900099740
2023-04-27,0,HÀ NỘI,1500,23329,5795807021
2022-11-09,0,HỒ CHÍ MINH,1500,13744,3593607014
2024-03-15,1,HỒ CHÍ MINH,1500,4363,1250085058
2023-05-13,1,HÀ NỘI,1500,21143,7556638577
2024-02-03,1,HỒ CHÍ MINH,2000,51379,8799619224
2023-11-03,1,HỒ CHÍ MINH,1500,6402,1741976682
2023-01-18,1,HỒ CHÍ MINH,1500,1886,871568563
2022-11-20,1,HỒ CHÍ MINH,2000,4867,849111607
2023-01-02,1,HỒ CHÍ MINH,2000,4785,801699878
2023-08-21,1,HỒ CHÍ MINH,2000,39091,5509816642
2023-04-19,1,HÀ NỘI,1500,17403,5005980224
2023-10-26,1,HÀ NỘI,1500,17750,4759981508
2023-05-13,1,HỒ CHÍ MINH,1009,108,13582084
2023-02-18,0,HỒ CHÍ MINH,1009,199,10755109
2022-12-12,0,HỒ CHÍ MINH,1009,158,9840629
2023-05-07,0,HÀ NỘI,1009,80,4812970
2023-06-15,0,HỒ CHÍ MINH,1009,112,6045075
2023-06-24,1,HỒ CHÍ MINH,1009,149,11200196
2023-03-14,1,HỒ CHÍ MINH,1500,4644,1255545515
2023-10-26,0,HÀ NỘI,1009,62,2743295
2024-03-19,1,HỒ CHÍ MINH,1009,93,9563898
2023-09-24,1,HÀ NỘI,1009,72,4724500
2023-11-24,0,HÀ NỘI,1009,62,4056665
2023-12-26,1,HỒ CHÍ MINH,2000,56044,7018961544
2023-12-17,0,HỒ CHÍ MINH,1009,90,8540177
2023-06-10,1,HỒ CHÍ MINH,2000,30107,4960991841
2022-07-24,0,HÀ NỘI,1500,54821,17317512428
2023-08-08,1,HỒ CHÍ MINH,1009,161,12916985
2023-07-10,1,HÀ NỘI,1009,113,9949670
2023-04-12,1,HÀ NỘI,1500,15913,4372556369
2023-01-20,1,HỒ CHÍ MINH,2000,19565,5056703012
2023-05-10,0,HỒ CHÍ MINH,1009,217,12583955
2023-07-20,0,HỒ CHÍ MINH,1009,99,3794145
2022-10-27,1,HỒ CHÍ MINH,1009,27,2028800
2024-03-02,1,HỒ CHÍ MINH,1500,5390,1953540764
2022-01-26,0,HÀ NỘI,1500,44532,28119103841
2023-11-25,1,HỒ CHÍ MINH,2000,46866,6872187563
2023-10-15,1,HỒ CHÍ MINH,2000,45697,7020959871
2023-07-11,1,HÀ NỘI,1009,118,11279630
2024-01-21,1,HỒ CHÍ MINH,1009,139,31962570
2024-04-20,0,HỒ CHÍ MINH,2000,74373,6200792654
2022-10-13,0,HÀ NỘI,1500,41879,10452668800
2022-10-20,0,HỒ CHÍ MINH,1009,120,6354950
2024-03-27,1,HỒ CHÍ MINH,1009,109,13475107
2023-05-27,0,HỒ CHÍ MINH,1009,169,9624824
2023-05-21,0,HÀ NỘI,2000,155267,14272676824
2024-03-25,1,HỒ CHÍ MINH,2000,45464,5919915809
2023-11-18,0,HỒ CHÍ MINH,2000,81425,7443685982
2024-03-09,1,HÀ NỘI,1500,27228,8757736831
2023-02-21,1,HỒ CHÍ MINH,1500,3628,904877306
2022-06-11,0,HỒ CHÍ MINH,1500,17063,4870395578
2023-08-07,1,HÀ NỘI,1500,17552,5114584071
2022-07-25,0,HỒ CHÍ MINH,2000,107659,13730312193
2023-07-18,0,HỒ CHÍ MINH,1500,9512,1847820919
2024-01-12,1,HỒ CHÍ MINH,1500,5088,1529372450
2023-02-23,1,HỒ CHÍ MINH,2000,23523,3256515908
2023-04-12,0,HÀ NỘI,1009,90,5839355
2023-06-17,0,HỒ CHÍ MINH,1009,155,6683152
2022-05-16,0,HÀ NỘI,2000,198613,23651522635
2022-08-26,0,HÀ NỘI,2000,229579,26804898207
2022-03-09,0,HÀ NỘI,2000,169964,21065793934
2022-12-01,0,HỒ CHÍ MINH,1500,12988,3105407389
2022-06-04,0,HỒ CHÍ MINH,2000,111396,14334878295
2023-04-26,0,HÀ NỘI,2000,127164,11238071678
2022-12-29,0,HÀ NỘI,2000,175217,18918555547
2024-04-16,0,HỒ CHÍ MINH,2000,66123,5984627019
2023-09-23,0,HÀ NỘI,2000,125782,10413879659
2023-04-28,0,HÀ NỘI,1500,26075,6846563416
2023-07-30,1,HỒ CHÍ MINH,2000,38813,6223788424
2023-10-26,1,HÀ NỘI,2000,99432,11496473118
2023-11-21,0,HỒ CHÍ MINH,1500,7785,1486949956
2024-03-29,0,HÀ NỘI,1500,21293,4630130246
2023-12-15,0,HÀ NỘI,2000,95323,10089477028
2022-02-23,0,HỒ CHÍ MINH,1500,11616,3470537417
2023-06-29,0,HÀ NỘI,1500,28320,6476794720
2023-01-04,1,HỒ CHÍ MINH,2000,4161,612723095
2024-01-26,1,HÀ NỘI,1500,19758,6976816100
2023-04-27,1,HÀ NỘI,1500,14771,4223102172
2023-10-20,0,HÀ NỘI,1500,26565,5886297194
2024-01-14,1,HÀ NỘI,1500,29736,11157801182
2024-01-20,1,HỒ CHÍ MINH,2000,59779,8197641197
2023-07-13,1,HÀ NỘI,1500,17784,5479052015
2023-05-09,1,HÀ NỘI,1500,15983,4468579317
2024-03-10,1,HỒ CHÍ MINH,1500,6334,2297997493
2023-09-07,1,HỒ CHÍ MINH,1500,4873,1402993194
2023-03-31,1,HÀ NỘI,1500,13239,3827425912
2022-01-20,0,HỒ CHÍ MINH,1500,10793,4535773880
2022-12-27,1,HỒ CHÍ MINH,2000,5325,691690947
2022-10-30,1,HÀ NỘI,2000,11471,2046632337
2022-11-23,1,HỒ CHÍ MINH,2000,4845,720255741
2022-09-06,1,HỒ CHÍ MINH,2000,624,114414122
2022-12-25,0,HÀ NỘI,1009,51,3195150
2023-01-14,0,HÀ NỘI,1009,62,9242516
2023-02-26,1,HỒ CHÍ MINH,1009,98,8274431
2023-04-19,1,HÀ NỘI,1009,80,9005030
2022-09-26,0,HỒ CHÍ MINH,1009,139,10378330
2022-11-08,0,HỒ CHÍ MINH,1009,167,10021862
2023-08-26,0,HỒ CHÍ MINH,1009,146,16675565
2023-05-06,1,HÀ NỘI,1009,56,6624900
2023-06-04,1,HÀ NỘI,1009,94,8391400
2023-06-01,1,HỒ CHÍ MINH,2000,28654,4472884441
2022-09-20,1,HÀ NỘI,1009,17,1080400
2022-09-18,1,HỒ CHÍ MINH,1009,35,6447800
2022-11-28,1,HỒ CHÍ MINH,1009,78,7059063
2022-02-21,0,HỒ CHÍ MINH,2000,101492,13604697907
2023-10-03,1,HÀ NỘI,1009,108,24029900
2023-10-13,1,HÀ NỘI,1500,16963,5063017705
2023-05-17,1,HỒ CHÍ MINH,1500,4930,1324207062
2023-01-03,0,HÀ NỘI,2000,175970,18846710922
2023-08-17,1,HỒ CHÍ MINH,2000,35988,5025816187
2023-07-31,1,HÀ NỘI,2000,96042,13920056350
2023-02-03,0,HỒ CHÍ MINH,2000,81349,9463229457
2023-10-13,0,HỒ CHÍ MINH,2000,71803,8996071568
2022-12-19,0,HỒ CHÍ MINH,1500,13366,3374723705
2024-01-10,0,HỒ CHÍ MINH,1500,8664,1980338973
2023-09-06,1,HÀ NỘI,2000,85490,10603404306
2024-04-15,1,HỒ CHÍ MINH,2000,46642,6178909687
2024-02-07,0,HÀ NỘI,2000,135168,23679080190
2023-06-14,0,HÀ NỘI,1500,27903,5276960184
2024-01-11,1,HÀ NỘI,1500,19627,5393695655
2023-03-07,0,HỒ CHÍ MINH,2000,81306,9707821865
2022-10-17,0,HỒ CHÍ MINH,2000,108402,14033162700
2023-05-01,0,HỒ CHÍ MINH,2000,81945,7802433328
2023-11-01,0,HỒ CHÍ MINH,1500,7538,1435083957
2023-07-21,1,HỒ CHÍ MINH,1009,140,9534944
2024-01-11,1,HỒ CHÍ MINH,2000,56264,6897988842
2022-11-17,0,HỒ CHÍ MINH,2000,106747,13153548211
2023-11-02,1,HỒ CHÍ MINH,1500,6131,1563433278
2024-03-20,0,HỒ CHÍ MINH,2000,62619,5597759729
2023-02-06,0,HÀ NỘI,1009,68,5911000
2022-02-27,0,HÀ NỘI,2000,186117,24174158633
2022-12-12,0,HÀ NỘI,2000,177508,19368353529
2023-01-03,0,HỒ CHÍ MINH,1500,13200,4115791886
2023-07-28,1,HÀ NỘI,1009,116,7552640
2022-11-20,0,HÀ NỘI,1500,59174,18050736449
2022-07-07,0,HÀ NỘI,2000,200514,21759299318
2023-08-05,0,HÀ NỘI,2000,105069,9794838078
2022-06-12,0,HÀ NỘI,2000,235466,27809550276
2022-01-21,0,HÀ NỘI,2000,141176,21009661267
2023-10-18,1,HỒ CHÍ MINH,2000,37673,5043500799
2023-06-07,0,HỒ CHÍ MINH,2000,86953,9677300167
2024-03-31,0,HÀ NỘI,1500,27060,7182167831
2024-02-03,1,HÀ NỘI,2000,87258,15021498114
2023-04-29,1,HÀ NỘI,2000,53390,9696386961
2022-04-29,0,HỒ CHÍ MINH,2000,92402,12785278810
2023-05-28,0,HỒ CHÍ MINH,2000,91402,8653903000
2022-01-04,0,HỒ CHÍ MINH,1500,10283,3082948646
2023-10-08,0,HÀ NỘI,1500,33098,10717860419
2023-09-24,1,HÀ NỘI,1500,22706,8582110077
2023-06-20,1,HỒ CHÍ MINH,2000,29201,4353411241
2023-03-03,1,HÀ NỘI,1500,13159,3828883959
2024-03-26,1,HỒ CHÍ MINH,2000,46461,5990198081
2023-04-13,1,HÀ NỘI,2000,57621,7529042323
2023-10-03,1,HỒ CHÍ MINH,2000,43993,6143510852
2023-04-02,1,HÀ NỘI,1500,17890,6908853754
2024-04-15,0,HỒ CHÍ MINH,1500,8127,1561464839
2023-06-22,1,HÀ NỘI,1500,16340,4737583613
2023-01-14,1,HỒ CHÍ MINH,2000,18548,3740051819
2024-01-02,1,HÀ NỘI,1500,20131,5154426782
2023-04-22,0,HỒ CHÍ MINH,1500,8661,2079786434
2023-06-09,0,HỒ CHÍ MINH,1009,140,8847394
2023-12-21,1,HỒ CHÍ MINH,1009,197,26441538
2024-03-09,1,HỒ CHÍ MINH,1009,146,59532142
2022-10-06,0,HỒ CHÍ MINH,1009,143,8436570
2023-03-22,0,HỒ CHÍ MINH,1009,174,10556384
2023-10-18,0,HÀ NỘI,2000,103430,9930651947
2024-02-21,1,HỒ CHÍ MINH,1009,97,30753733
2024-03-08,1,HÀ NỘI,2000,68936,8613288056
2023-11-20,0,HỒ CHÍ MINH,1009,113,3168488
2024-02-21,0,HỒ CHÍ MINH,2000,57972,5827773629
2024-04-21,0,HỒ CHÍ MINH,1500,10296,2109835784
2023-06-20,0,HÀ NỘI,1009,27,1419050
2023-03-07,0,HỒ CHÍ MINH,1009,205,13075036
2022-12-06,0,HỒ CHÍ MINH,1500,13465,3328404480
2022-12-14,1,HÀ NỘI,2000,6023,816285684
2022-08-03,0,HÀ NỘI,1500,44162,10700084467
2022-11-06,1,HỒ CHÍ MINH,2000,5939,1116533472
2024-02-20,0,HÀ NỘI,1500,20470,4399577122
2023-08-21,0,HÀ NỘI,2000,110906,10799269294
2023-05-28,0,HÀ NỘI,1500,32022,7586066992
2024-01-12,0,HỒ CHÍ MINH,2000,55834,6178873528
2023-01-26,0,HỒ CHÍ MINH,1009,124,6514156
2023-01-25,1,HỒ CHÍ MINH,1500,858,227154343
2022-10-28,0,HỒ CHÍ MINH,2000,107936,13368131416
2022-05-30,0,HÀ NỘI,1500,45993,12256384970
2023-05-01,1,HỒ CHÍ MINH,2000,24384,3783824622
2023-10-19,1,HÀ NỘI,1009,71,17129181
2023-02-24,0,HÀ NỘI,2000,132659,12512145267
2023-06-24,1,HÀ NỘI,1500,18481,7556641630
2023-04-07,0,HỒ CHÍ MINH,1500,7463,1519412798
2023-03-16,0,HỒ CHÍ MINH,2000,80720,8899994468
2023-01-05,0,HÀ NỘI,1500,42363,15224097116
2024-02-07,0,HÀ NỘI,1500,40274,20461537975
2022-11-26,0,HÀ NỘI,2000,209391,23519203644
2022-01-26,0,HÀ NỘI,2000,170919,29977441136
2024-02-22,0,HÀ NỘI,2000,92723,7968792580
2023-02-22,0,HÀ NỘI,1500,27608,6338185235
2023-12-17,0,HÀ NỘI,2000,102824,10497194156
2022-01-29,0,HỒ CHÍ MINH,1500,16263,9992346902
2024-02-18,0,HỒ CHÍ MINH,2000,66213,6038553640
2024-04-12,0,HỒ CHÍ MINH,2000,66649,6575609242
2023-04-18,1,HÀ NỘI,2000,59795,7548448126
2022-02-09,0,HỒ CHÍ MINH,1500,10988,2982160479
2023-02-23,1,HÀ NỘI,2000,45111,5358512844
2023-03-31,1,HÀ NỘI,2000,46472,6249354415
2023-06-11,1,HÀ NỘI,1009,93,7742670
2023-02-24,1,HỒ CHÍ MINH,1500,4009,1044786988
2023-09-02,0,HỒ CHÍ MINH,1500,10875,2479998947
2022-12-16,1,HÀ NỘI,2000,3862,598642607
2023-07-12,0,HỒ CHÍ MINH,1009,123,6415550
2023-12-02,0,HỒ CHÍ MINH,1009,120,4986841
2023-11-01,0,HÀ NỘI,1009,84,4203380
2023-01-22,0,HỒ CHÍ MINH,2000,178,26118036
2023-06-07,1,HÀ NỘI,1009,105,10792050
2023-07-27,1,HÀ NỘI,1009,92,10075141
2023-07-20,1,HỒ CHÍ MINH,1009,173,15969559
2023-10-12,0,HỒ CHÍ MINH,1009,233,17836391
2023-09-28,1,HỒ CHÍ MINH,1009,144,58273055
2024-03-23,0,HỒ CHÍ MINH,1009,37,1421270
2023-01-11,0,HÀ NỘI,1009,52,4480045
2023-07-08,0,HÀ NỘI,1009,40,1879350
2024-04-02,1,HỒ CHÍ MINH,2000,47236,6163829453
2023-06-29,0,HÀ NỘI,1009,36,1307400
2023-06-07,0,HÀ NỘI,1009,35,1817650
2023-10-23,0,HÀ NỘI,1009,58,8688680
2023-09-16,0,HỒ CHÍ MINH,2000,78894,7905567964
2023-04-19,0,HÀ NỘI,2000,145619,14608447462
2022-07-14,0,HÀ NỘI,1500,43661,10599209357
2023-12-03,1,HỒ CHÍ MINH,1500,7462,3124894401
2023-07-30,1,HỒ CHÍ MINH,1500,7214,2525407738
2023-12-16,0,HỒ CHÍ MINH,1009,77,9556107
2022-10-02,1,HÀ NỘI,2000,6656,1106564021
2023-03-20,1,HÀ NỘI,2000,51901,6777239001
2023-11-25,0,HỒ CHÍ MINH,1500,10627,2327690500
2022-04-20,0,HÀ NỘI,2000,188839,21442616115
2023-12-09,0,HÀ NỘI,1500,25239,9317220734
2023-09-16,0,HÀ NỘI,1009,37,1396800
2022-08-12,0,HÀ NỘI,2000,212995,25889187032
2024-01-31,0,HỒ CHÍ MINH,1500,8979,2657652852
2022-11-16,0,HỒ CHÍ MINH,2000,106179,13125096371
2024-02-05,0,HỒ CHÍ MINH,2000,60726,8719700548
2022-04-07,0,HỒ CHÍ MINH,2000,103007,14048174296
2022-05-15,0,HÀ NỘI,2000,221747,27573363046
2023-10-26,0,HÀ NỘI,1500,23314,4339556663
2024-01-02,0,HÀ NỘI,2000,87662,7336237831
2023-03-22,0,HỒ CHÍ MINH,1500,8325,1863400410
2023-04-16,0,HỒ CHÍ MINH,1500,9085,2310912666
2022-11-28,0,HÀ NỘI,2000,196481,19793733649
2022-09-27,0,HÀ NỘI,2000,200311,20561211457
2022-11-14,1,HỒ CHÍ MINH,1009,66,5391002
2023-01-29,0,HỒ CHÍ MINH,1009,206,15683450
2023-03-24,0,HÀ NỘI,1009,61,3778600
2023-11-19,0,HÀ NỘI,1009,60,5680930
2022-11-19,0,HÀ NỘI,2000,225850,25894490556
2024-01-26,1,HÀ NỘI,2000,85110,11094199413
2024-01-18,0,HỒ CHÍ MINH,1500,8344,2380079768
2023-10-14,0,HỒ CHÍ MINH,2000,82246,8318363627
2022-06-01,0,HÀ NỘI,2000,188736,19560071130
2022-06-27,0,HÀ NỘI,2000,215547,22477617874
2024-03-11,0,HỒ CHÍ MINH,2000,64559,7307428034
2022-07-17,0,HÀ NỘI,2000,223219,26572125806
2023-03-17,0,HỒ CHÍ MINH,1500,8058,1707090354
2024-01-18,0,HỒ CHÍ MINH,2000,54359,5788228662
2023-08-18,0,HÀ NỘI,2000,118502,12120771386
2023-11-06,0,HÀ NỘI,2000,81817,6702861023
2023-05-15,1,HÀ NỘI,2000,60231,7761179304
2023-04-14,0,HÀ NỘI,2000,124913,12942138861
2022-10-05,0,HỒ CHÍ MINH,2000,105735,13782607762
