CALDAY,IS_MBS,CITY,BUSINESS_UNIT,VALUE_TRANSACTIONS_TOTAL,VALUE_SALE_AMOUNT_TOTAL
2022-02-20,0,HỒ CHÍ MINH,2000,110240,14295598588
2023-01-19,0,HỒ CHÍ MINH,1500,15107,7391537832
2023-02-16,1,HÀ NỘI,2000,42259,5185824094
2024-04-03,0,HÀ NỘI,1500,21043,3911641683
2023-12-04,0,HỒ CHÍ MINH,1500,8838,2179027708
2023-06-14,1,HỒ CHÍ MINH,1500,5513,1499642372
2023-11-10,1,HỒ CHÍ MINH,1500,6477,1717870973
2023-04-13,1,HỒ CHÍ MINH,1500,5866,1502514727
2022-08-29,1,HÀ NỘI,2000,3960,573368756
2022-12-11,1,HỒ CHÍ MINH,2000,5136,847631077
2024-03-21,1,HỒ CHÍ MINH,1009,109,18817441
2022-10-28,0,HÀ NỘI,1009,32,1444700
2023-05-02,1,HÀ NỘI,1009,52,9374375
2023-04-23,1,HỒ CHÍ MINH,1009,141,13173330
2024-03-08,1,HỒ CHÍ MINH,1009,114,23203070
2024-03-31,0,HỒ CHÍ MINH,1009,47,3765423
2023-04-22,1,HỒ CHÍ MINH,1009,126,12626186
2022-11-07,1,HÀ NỘI,1009,29,2836720
2023-06-27,0,HÀ NỘI,2000,115761,10078425585
2023-04-29,1,HÀ NỘI,1009,45,6446245
2023-04-11,1,HÀ NỘI,1500,16403,4430068168
2023-09-02,1,HÀ NỘI,1500,17002,6459268953
2023-06-11,1,HỒ CHÍ MINH,1009,141,8963673
2023-04-05,0,HÀ NỘI,1009,89,6192180
2023-03-26,0,HỒ CHÍ MINH,1009,137,6923932
2022-12-05,1,HÀ NỘI,2000,6517,864408336
2023-01-18,1,HÀ NỘI,2000,27688,6050052057
2022-10-17,1,HÀ NỘI,1009,11,1703900
2023-12-07,0,HỒ CHÍ MINH,1009,125,4653420
2023-12-23,1,HỒ CHÍ MINH,2000,57866,7804046846
2024-02-07,0,HỒ CHÍ MINH,2000,64166,9933524002
2023-11-08,1,HÀ NỘI,1009,49,4240460
2023-08-07,1,HỒ CHÍ MINH,2000,39019,5470851712
2023-07-23,0,HÀ NỘI,2000,113314,10195772659
2023-06-18,1,HỒ CHÍ MINH,1009,149,14096101
2022-09-01,1,HỒ CHÍ MINH,2000,648,141349374
2022-09-22,0,HỒ CHÍ MINH,1009,127,8595680
2023-05-14,0,HÀ NỘI,1009,49,3268850
2022-02-01,0,HÀ NỘI,2000,1,100000
2022-07-27,0,HÀ NỘI,1500,44502,11778952464
2024-03-13,0,HÀ NỘI,2000,102879,12218734378
2023-09-07,1,HÀ NỘI,1009,47,7398240
2023-12-22,1,HỒ CHÍ MINH,2000,51039,6147033026
2022-11-03,0,HÀ NỘI,1500,41940,10755924607
2024-03-11,0,HÀ NỘI,2000,105397,11172998022
2023-07-10,0,HỒ CHÍ MINH,1500,9244,1825653739
2022-06-18,0,HỒ CHÍ MINH,2000,111576,14545983170
2024-01-25,1,HÀ NỘI,2000,95209,12209708887
2023-12-13,1,HỒ CHÍ MINH,2000,51462,6455941740
2022-01-25,0,HÀ NỘI,1500,41061,23657992902
2024-02-03,1,HÀ NỘI,1500,26683,16501827085
2023-05-11,0,HỒ CHÍ MINH,2000,80064,8946373173
2023-05-15,0,HỒ CHÍ MINH,2000,77796,9215783301
2023-12-29,0,HÀ NỘI,1500,21504,5578847726
2023-07-02,1,HÀ NỘI,2000,86918,11966301543
2022-08-21,0,HỒ CHÍ MINH,1500,18761,6284948629
2023-11-22,1,HỒ CHÍ MINH,2000,45067,5949574492
2024-03-18,1,HÀ NỘI,2000,76055,9151582938
2023-07-02,1,HÀ NỘI,1500,21558,8212182859
2023-07-09,1,HÀ NỘI,1500,24753,9194443385
2023-07-23,1,HỒ CHÍ MINH,2000,37313,5895595159
2023-05-23,1,HÀ NỘI,2000,58209,7797273596
2023-06-05,1,HÀ NỘI,1500,16321,4871392038
2024-02-15,1,HỒ CHÍ MINH,1500,3902,1128179025
2024-03-13,1,HÀ NỘI,1500,20180,4824601048
2022-12-06,1,HỒ CHÍ MINH,2000,4838,676616439
2022-03-27,0,HỒ CHÍ MINH,1500,18488,5157187143
2023-05-19,0,HỒ CHÍ MINH,1500,8759,1992244538
2024-01-09,1,HỒ CHÍ MINH,1500,5280,1496590645
2022-12-09,1,HỒ CHÍ MINH,2000,4727,615697130
2023-11-04,0,HỒ CHÍ MINH,1009,161,9528769
2023-11-29,0,HỒ CHÍ MINH,1009,106,8830403
2023-06-08,1,HÀ NỘI,1009,111,7951348
2023-01-09,0,HỒ CHÍ MINH,1009,142,8496950
2023-06-28,1,HÀ NỘI,1009,137,18691870
2022-09-18,0,HỒ CHÍ MINH,1009,150,8780810
2024-03-04,1,HỒ CHÍ MINH,1009,112,15768414
2023-09-07,0,HÀ NỘI,1009,21,437500
2024-04-12,1,HỒ CHÍ MINH,1500,4959,1289070914
2023-08-09,0,HỒ CHÍ MINH,1009,118,6661851
2023-06-21,0,HÀ NỘI,1009,33,2192700
2023-05-26,0,HÀ NỘI,1009,33,1862200
2022-07-31,0,HỒ CHÍ MINH,2000,117121,15417483120
2022-01-27,0,HÀ NỘI,1500,51511,33497513430
2023-07-02,1,HỒ CHÍ MINH,1009,160,10509151
2022-01-15,0,HÀ NỘI,1500,43404,22276048873
2023-11-25,1,HÀ NỘI,1500,27284,8724583578
2022-09-06,0,HỒ CHÍ MINH,1500,12212,3064545282
2023-07-10,1,HỒ CHÍ MINH,2000,32476,4659047563
2023-10-18,1,HÀ NỘI,1500,16822,4556418058
2024-03-06,1,HÀ NỘI,2000,76004,8740928854
2022-11-05,1,HỒ CHÍ MINH,1009,51,4790970
2023-03-12,1,HÀ NỘI,1500,19233,7297183514
2022-03-06,0,HÀ NỘI,1500,39314,15264219081
2023-05-28,0,HÀ NỘI,2000,151073,13287434654
2024-03-30,0,HÀ NỘI,1500,25273,6530941789
2024-03-10,1,HỒ CHÍ MINH,1009,131,44207445
2022-12-01,0,HỒ CHÍ MINH,1009,163,10240322
2022-03-15,0,HỒ CHÍ MINH,1500,12173,3451290650
2024-04-06,0,HÀ NỘI,2000,132712,14670180271
2023-08-16,0,HỒ CHÍ MINH,1500,10201,1979307742
2022-12-03,0,HÀ NỘI,2000,198098,21686828058
2024-02-15,0,HỒ CHÍ MINH,1009,23,896080
2023-12-05,0,HỒ CHÍ MINH,2000,68638,8249662273
2023-12-26,0,HỒ CHÍ MINH,1009,83,5409369
2024-02-14,0,HỒ CHÍ MINH,1009,34,1360186
2022-01-16,0,HÀ NỘI,2000,187557,27174419579
2022-05-29,0,HÀ NỘI,2000,219550,26246202328
2024-02-21,0,HÀ NỘI,2000,102322,8480006700
2023-12-22,0,HỒ CHÍ MINH,1009,67,1987090
2022-12-15,1,HỒ CHÍ MINH,1009,80,8367616
2023-02-11,0,HÀ NỘI,1009,71,5023120
2022-03-14,0,HỒ CHÍ MINH,2000,105096,14501688310
2023-02-07,0,HÀ NỘI,1009,65,3672650
2023-12-02,1,HÀ NỘI,2000,108187,13169659208
2022-07-28,0,HỒ CHÍ MINH,2000,108074,13830587125
2023-08-04,0,HÀ NỘI,2000,90394,7908156515
2022-09-02,0,HỒ CHÍ MINH,2000,105017,13172552994
2023-11-28,0,HÀ NỘI,2000,87140,7619829184
2023-05-06,0,HÀ NỘI,2000,152850,12955602839
2022-03-06,0,HỒ CHÍ MINH,2000,114934,15113314400
2022-09-23,0,HỒ CHÍ MINH,2000,94634,11644251793
2023-09-17,0,HỒ CHÍ MINH,2000,74894,7116093471
2024-01-06,0,HỒ CHÍ MINH,2000,64706,7168864827
2023-01-04,0,HỒ CHÍ MINH,2000,103296,12535957610
2024-01-08,0,HỒ CHÍ MINH,2000,56354,7219746654
2024-02-03,0,HỒ CHÍ MINH,1500,10584,4150277804
2024-02-16,1,HÀ NỘI,2000,72756,8511207702
2024-01-24,1,HÀ NỘI,2000,99407,13978912254
2024-01-03,0,HỒ CHÍ MINH,1500,8479,2336151586
2024-03-04,1,HỒ CHÍ MINH,2000,48502,6081297933
2024-02-22,1,HỒ CHÍ MINH,2000,43477,5389035139
2023-04-26,1,HÀ NỘI,1500,15108,4136357568
2023-06-02,1,HỒ CHÍ MINH,2000,28477,4531817200
2023-02-09,1,HÀ NỘI,2000,36676,4788526511
2023-02-04,1,HÀ NỘI,1500,11873,4110907187
2023-04-08,1,HÀ NỘI,1009,60,21217686
2023-04-03,1,HỒ CHÍ MINH,1500,4465,1256585759
2022-11-12,0,HỒ CHÍ MINH,1009,159,8103480
2022-09-02,1,HỒ CHÍ MINH,2000,504,106853168
2023-04-26,0,HÀ NỘI,1009,132,5836811
2023-11-15,0,HÀ NỘI,1009,82,15477844
2023-02-27,0,HÀ NỘI,1009,83,4159250
2023-04-10,0,HỒ CHÍ MINH,1009,172,11295690
2023-02-11,0,HỒ CHÍ MINH,1009,185,13593430
2022-09-21,0,HÀ NỘI,1009,42,3151740
2023-11-14,0,HÀ NỘI,1009,83,6493110
2023-08-15,1,HÀ NỘI,1009,112,17684030
2023-08-15,1,HỒ CHÍ MINH,1009,163,15111233
2023-04-05,1,HỒ CHÍ MINH,1009,56,6841460
2022-09-19,1,HỒ CHÍ MINH,1009,33,3195900
2024-04-12,1,HÀ NỘI,2000,69930,8408503159
2023-03-06,1,HÀ NỘI,1009,54,4337600
2024-01-03,1,HÀ NỘI,1009,20,3422400
2023-12-03,0,HÀ NỘI,1500,24070,5385227423
2023-05-24,0,HÀ NỘI,1500,25128,4770595273
2022-12-19,0,HÀ NỘI,1009,56,4113500
2022-10-07,1,HÀ NỘI,1009,16,2080000
2022-12-31,1,HÀ NỘI,2000,7149,1118536596
2022-11-15,1,HỒ CHÍ MINH,2000,4418,671398358
2022-08-16,0,HỒ CHÍ MINH,2000,112322,15118591356
2022-10-06,0,HÀ NỘI,1009,43,3555676
2023-02-26,1,HỒ CHÍ MINH,2000,27071,4302668870
2022-10-11,0,HỒ CHÍ MINH,1009,123,8661900
2023-10-01,0,HỒ CHÍ MINH,1500,9816,2189041339
2024-02-17,0,HÀ NỘI,2000,114506,9805507360
2022-08-25,0,HỒ CHÍ MINH,2000,105448,13432092570
2023-12-10,1,HỒ CHÍ MINH,1009,327,69703523
2023-01-19,0,HÀ NỘI,2000,215796,39764232006
2023-08-28,0,HỒ CHÍ MINH,1500,9987,1961312433
2023-06-07,1,HỒ CHÍ MINH,2000,29628,4537882002
2022-07-14,0,HÀ NỘI,2000,208348,23545048665
2022-11-06,0,HÀ NỘI,2000,220785,24487147300
2022-09-23,1,HỒ CHÍ MINH,2000,2295,377791347
2022-02-09,0,HỒ CHÍ MINH,2000,97670,13021546641
2024-01-07,1,HỒ CHÍ MINH,1009,245,115742173
2023-01-17,0,HỒ CHÍ MINH,2000,88307,13095841928
2022-08-11,0,HÀ NỘI,2000,204411,25039697618
2022-12-10,1,HỒ CHÍ MINH,2000,5030,774621524
2023-06-16,1,HỒ CHÍ MINH,2000,27357,4228155728
2023-12-03,0,HÀ NỘI,1009,64,5160700
2024-04-13,1,HÀ NỘI,2000,74240,9817885064
2023-09-30,0,HỒ CHÍ MINH,2000,82126,7850076517
2024-03-14,0,HÀ NỘI,2000,96231,9439522938
2023-05-17,0,HÀ NỘI,2000,150510,13840483644
2022-03-03,0,HÀ NỘI,1500,31599,9334123072
2022-05-14,0,HỒ CHÍ MINH,2000,122469,15928375503
2023-06-06,0,HÀ NỘI,1500,26943,4963187966
2023-03-03,0,HỒ CHÍ MINH,2000,82073,9806872211
2022-02-17,0,HÀ NỘI,1500,32676,10058694064
2023-11-26,0,HÀ NỘI,1500,25474,5947938757
2024-02-17,0,HÀ NỘI,1500,23494,4822749096
2024-03-26,1,HÀ NỘI,2000,77043,8947801070
2024-04-04,1,HỒ CHÍ MINH,2000,45930,5906888646
2023-01-28,1,HỒ CHÍ MINH,1500,2225,576194485
2024-03-30,1,HỒ CHÍ MINH,1500,6170,2022123749
2023-06-28,1,HÀ NỘI,1500,15969,4694194012
2023-04-28,0,HỒ CHÍ MINH,1500,8139,1855056691
2023-02-07,1,HỒ CHÍ MINH,1500,2191,554849867
2023-05-28,1,HỒ CHÍ MINH,1500,7358,2588922476
2023-12-26,1,HÀ NỘI,1500,21419,5495445671
2023-10-03,0,HỒ CHÍ MINH,1500,7885,1595786331
2024-04-09,1,HỒ CHÍ MINH,1500,5232,1349120977
2023-09-21,1,HỒ CHÍ MINH,1500,5219,1412302597
2023-04-04,0,HỒ CHÍ MINH,1009,198,10874680
2023-08-04,0,HỒ CHÍ MINH,1009,111,5088513
2023-12-25,1,HÀ NỘI,1009,24,2174550
2023-06-08,1,HỒ CHÍ MINH,1009,142,16771940
2022-12-03,1,HỒ CHÍ MINH,1009,99,9406600
2024-01-04,0,HÀ NỘI,2000,84751,7177787069
2023-04-09,1,HỒ CHÍ MINH,1009,86,12916835
2023-02-09,0,HÀ NỘI,1009,52,2082800
2023-09-29,0,HỒ CHÍ MINH,1009,179,7568929
2022-05-17,0,HỒ CHÍ MINH,2000,103385,13881030574
2023-02-25,0,HỒ CHÍ MINH,2000,92194,9132127175
2024-02-16,1,HÀ NỘI,1500,18598,4982736135
2023-11-11,1,HỒ CHÍ MINH,1009,258,105142952
2022-11-19,1,HỒ CHÍ MINH,2000,4559,749834352
2023-12-23,1,HỒ CHÍ MINH,1009,241,86242237
2022-06-26,0,HÀ NỘI,1500,52306,16476020267
2023-07-30,0,HÀ NỘI,1009,27,1094900
2022-08-04,0,HỒ CHÍ MINH,1500,14623,3774785691
2022-12-15,0,HỒ CHÍ MINH,2000,101874,12913979193
2023-05-01,0,HỒ CHÍ MINH,1500,9205,2186473861
2022-06-01,0,HỒ CHÍ MINH,2000,108622,13527742701
2023-03-19,0,HỒ CHÍ MINH,1009,189,10805800
2023-08-07,0,HÀ NỘI,2000,103520,8873695175
2023-02-11,0,HÀ NỘI,2000,167464,17293261681
2023-07-27,1,HỒ CHÍ MINH,2000,34455,4884083660
2023-08-01,1,HỒ CHÍ MINH,1500,5514,1621735112
2023-09-05,0,HỒ CHÍ MINH,1009,123,6050929
2023-08-19,0,HÀ NỘI,1500,32955,7326437000
2024-03-27,0,HỒ CHÍ MINH,1009,43,2193867
2024-02-03,0,HÀ NỘI,1500,34746,17840087515
2023-01-15,1,HÀ NỘI,2000,27171,4928438425
2023-05-26,1,HÀ NỘI,1009,85,10460850
2023-07-08,1,HỒ CHÍ MINH,1009,177,25589198
2022-07-28,0,HÀ NỘI,2000,224082,24608205110
2023-03-21,0,HỒ CHÍ MINH,2000,83539,8932339300
2023-07-06,1,HỒ CHÍ MINH,2000,32536,4924954348
2024-04-02,1,HỒ CHÍ MINH,1009,98,8797943
2023-09-04,0,HÀ NỘI,1009,53,2370100
2022-12-15,0,HÀ NỘI,1009,61,4667025
2022-12-27,0,HÀ NỘI,2000,173706,18119335898
2022-10-17,0,HÀ NỘI,2000,205437,23003843373
2022-08-15,0,HÀ NỘI,1500,43345,10258774302
2023-02-24,0,HỒ CHÍ MINH,2000,79509,7924314099
2022-05-30,0,HỒ CHÍ MINH,2000,110414,14523512863
2022-03-25,0,HỒ CHÍ MINH,2000,102845,12679356822
2023-08-23,0,HỒ CHÍ MINH,1500,9935,1834685055
2023-05-16,0,HÀ NỘI,2000,141239,13835915188
2022-07-08,0,HỒ CHÍ MINH,2000,101410,13625602143
2023-10-07,0,HÀ NỘI,1500,31995,11087823202
2022-06-15,0,HỒ CHÍ MINH,2000,110144,14580549807
2023-12-12,0,HÀ NỘI,2000,93421,9401726064
2023-03-05,0,HỒ CHÍ MINH,2000,98944,10714205937
2023-07-06,0,HỒ CHÍ MINH,2000,85972,9026826273
2023-02-10,0,HỒ CHÍ MINH,2000,82861,10078796595
2023-10-19,0,HÀ NỘI,1500,25130,5134861097
2023-12-03,0,HÀ NỘI,2000,97241,8645111477
2022-07-12,0,HỒ CHÍ MINH,1500,14389,3720516595
2023-05-14,0,HỒ CHÍ MINH,1500,10059,2408075959
2023-05-06,0,HÀ NỘI,1500,27899,6545077396
2023-10-31,1,HỒ CHÍ MINH,1500,6808,2019826091
2023-04-04,1,HÀ NỘI,2000,56639,7596990573
2023-05-11,1,HỒ CHÍ MINH,2000,29094,4104161512
2022-09-15,1,HỒ CHÍ MINH,2000,2920,507582898
2023-01-20,1,HỒ CHÍ MINH,1500,2336,1142046329
2023-02-27,0,HỒ CHÍ MINH,1009,184,10042900
2023-09-14,0,HỒ CHÍ MINH,1009,156,6331261
2024-01-03,1,HỒ CHÍ MINH,1009,122,9786656
2023-08-25,0,HÀ NỘI,1009,60,4584710
2022-10-13,0,HÀ NỘI,1009,40,2712390
2023-08-01,0,HỒ CHÍ MINH,1009,123,6514747
2023-10-12,1,HỒ CHÍ MINH,1009,111,34921324
2022-08-29,1,HỒ CHÍ MINH,2000,507,96845486
2024-02-04,0,HỒ CHÍ MINH,2000,63197,8040494866
2022-10-22,1,HỒ CHÍ MINH,1009,39,2602370
2023-10-05,1,HÀ NỘI,2000,98589,11508099792
2022-04-09,0,HÀ NỘI,1500,44882,15201623695
2022-11-10,0,HỒ CHÍ MINH,1009,141,7688720
2022-05-20,0,HÀ NỘI,1500,39701,10204441965
2023-10-21,1,HÀ NỘI,1500,21603,7704773343
2023-04-15,0,HÀ NỘI,1500,30651,7986946175
2023-09-13,1,HỒ CHÍ MINH,2000,40346,5461582729
2023-12-21,1,HÀ NỘI,1009,31,2654500
2022-09-22,0,HÀ NỘI,1009,42,2822200
2022-10-04,0,HÀ NỘI,1500,42680,10433500834
2023-04-16,1,HÀ NỘI,2000,62300,9026037633
2022-10-29,0,HỒ CHÍ MINH,2000,116090,13838704627
2022-07-15,0,HỒ CHÍ MINH,1500,13968,3553073591
2023-03-07,0,HỒ CHÍ MINH,1500,9421,2176910241
2022-05-28,0,HÀ NỘI,1500,48397,15102247828
2024-04-19,0,HỒ CHÍ MINH,1500,8474,1574296110
2022-09-02,0,HÀ NỘI,1500,50720,14322618300
2023-02-19,0,HÀ NỘI,1500,38483,10831173514
2023-06-11,0,HÀ NỘI,2000,143129,13667766592
2022-12-14,0,HÀ NỘI,1009,59,3639600
2023-07-26,0,HỒ CHÍ MINH,1500,9119,2098304314
2022-10-14,0,HỒ CHÍ MINH,2000,102987,13218358746
2023-04-29,0,HÀ NỘI,1500,29598,8450905831
2023-04-15,1,HÀ NỘI,1500,21244,7708060642
2024-02-09,0,HỒ CHÍ MINH,1500,3049,978354772
2023-05-31,1,HÀ NỘI,2000,62252,8877877607
2022-04-19,0,HÀ NỘI,2000,191034,21483378048
2023-05-09,0,HÀ NỘI,1500,23781,4761514298
2023-01-30,0,HỒ CHÍ MINH,2000,84407,10242935496
2022-07-31,0,HÀ NỘI,2000,223562,26589902777
2023-09-01,1,HÀ NỘI,2000,84634,12359122428
2023-11-15,0,HỒ CHÍ MINH,1009,128,2282670
2023-04-21,0,HÀ NỘI,1500,23121,4867680717
2023-12-23,0,HỒ CHÍ MINH,1009,77,2204672
2023-04-10,1,HÀ NỘI,1009,43,5150290
2022-10-14,0,HÀ NỘI,1500,41883,10723693196
2024-04-02,0,HÀ NỘI,2000,122204,10088952149
2024-03-03,0,HỒ CHÍ MINH,2000,72131,7131023379
2022-01-20,0,HỒ CHÍ MINH,2000,90077,13301409956
2023-05-05,0,HÀ NỘI,2000,132851,11174934228
2023-06-12,0,HÀ NỘI,2000,133410,12887341560
2023-03-27,1,HỒ CHÍ MINH,2000,27173,3928492324
2023-05-06,0,HỒ CHÍ MINH,2000,91796,9560565250
2023-08-31,1,HÀ NỘI,2000,85739,12986673583
2022-03-22,0,HÀ NỘI,1500,33976,9431010220
2023-12-12,0,HÀ NỘI,1500,20190,4575682287
2023-02-20,0,HÀ NỘI,1500,28595,6224056734
2022-10-05,1,HÀ NỘI,2000,5517,825957405
2023-03-31,0,HỒ CHÍ MINH,1500,7879,2041082004
2024-01-05,1,HÀ NỘI,2000,89033,10060413293
2023-07-16,1,HÀ NỘI,1500,22671,8909056261
2022-09-08,1,HÀ NỘI,2000,4325,696835452
2022-10-11,1,HÀ NỘI,2000,5151,747901231
2023-12-01,0,HỒ CHÍ MINH,1009,122,3487702
2023-09-02,0,HÀ NỘI,1009,44,3301050
2023-02-01,0,HỒ CHÍ MINH,1009,159,10494465
2024-03-22,0,HỒ CHÍ MINH,1009,45,2239108
2023-03-29,0,HỒ CHÍ MINH,1009,137,7961050
2023-06-02,1,HỒ CHÍ MINH,1009,144,18579848
2023-08-18,0,HỒ CHÍ MINH,1500,9864,1907760322
2023-01-28,1,HỒ CHÍ MINH,1009,66,6153350
2023-12-28,1,HÀ NỘI,1009,16,1313470
2023-12-11,1,HÀ NỘI,1009,36,3232360
2023-03-17,1,HÀ NỘI,2000,49948,6745335434
2023-05-26,0,HỒ CHÍ MINH,1009,184,10330014
2023-09-02,0,HỒ CHÍ MINH,1009,135,5351372
2023-09-10,0,HÀ NỘI,1009,28,1061280
2024-04-11,0,HÀ NỘI,1500,19422,4798247665
2022-09-24,0,HÀ NỘI,1009,35,2054800
2023-08-20,1,HỒ CHÍ MINH,1500,6776,2588746158
2024-01-26,1,HỒ CHÍ MINH,1500,4545,1504856987
2023-04-06,0,HÀ NỘI,1009,85,8496500
2023-12-25,0,HỒ CHÍ MINH,2000,57197,5280387239
2023-08-18,0,HÀ NỘI,1009,66,2884300
2022-12-28,1,HÀ NỘI,1009,33,2302800
2023-11-17,0,HÀ NỘI,2000,87122,8860049483
2024-04-07,1,HỒ CHÍ MINH,1009,175,13231261
2022-02-28,0,HÀ NỘI,1500,32461,11024770312
2022-02-28,0,HÀ NỘI,2000,175858,22952665363
2023-08-30,0,HÀ NỘI,1009,36,1080900
2022-06-04,0,HÀ NỘI,1500,51466,15320314782
2023-03-26,1,HÀ NỘI,1500,19180,7023398016
2023-03-15,1,HỒ CHÍ MINH,1009,78,7903990
2023-03-18,0,HÀ NỘI,1500,32970,12875255649
2022-01-08,0,HÀ NỘI,2000,177614,22465301401
2023-06-05,1,HÀ NỘI,1009,111,11176250
2024-01-30,1,HÀ NỘI,1500,21040,8442341932
2023-03-17,1,HÀ NỘI,1500,14268,4166807410
2022-10-05,1,HÀ NỘI,1009,11,1245020
2022-01-29,0,HÀ NỘI,2000,207505,47626510756
2022-03-20,0,HỒ CHÍ MINH,2000,118766,15549164862
2024-01-21,0,HỒ CHÍ MINH,2000,64810,6150195912
2023-10-12,0,HÀ NỘI,2000,100878,9437766881
2022-06-15,0,HÀ NỘI,1500,44197,10930480819
2024-03-04,0,HÀ NỘI,2000,98994,9619908729
2023-12-19,0,HỒ CHÍ MINH,2000,56560,5277458733
2022-04-23,0,HỒ CHÍ MINH,1500,15726,4664452159
2023-11-24,0,HỒ CHÍ MINH,1500,8711,1772921543
2022-05-26,0,HỒ CHÍ MINH,1500,12959,3277962928
2023-04-24,0,HỒ CHÍ MINH,2000,81030,8099581836
2023-11-17,1,HÀ NỘI,2000,96851,11247421402
2023-11-15,1,HÀ NỘI,1500,22203,5542068208
2023-12-13,1,HỒ CHÍ MINH,1500,5586,1677369248
2023-10-13,1,HỒ CHÍ MINH,1500,5615,1639860974
2022-11-24,1,HỒ CHÍ MINH,2000,5039,765265038
2023-10-09,1,HỒ CHÍ MINH,1500,6048,1625223640
2023-06-28,1,HỒ CHÍ MINH,1500,5074,1388516021
2023-04-20,1,HỒ CHÍ MINH,1500,5705,1420542169
2023-06-30,1,HÀ NỘI,1009,215,11812700
2023-05-16,0,HỒ CHÍ MINH,1009,143,8212738
2022-10-30,1,HỒ CHÍ MINH,1009,63,5130100
2022-06-06,0,HÀ NỘI,1500,42235,10715988635
2022-07-29,0,HỒ CHÍ MINH,2000,109709,13830638722
2024-03-04,1,HÀ NỘI,1500,20391,5116745704
2024-03-26,0,HÀ NỘI,1500,19742,4578677836
2024-03-16,0,HÀ NỘI,2000,122356,13209746276
2023-08-22,0,HÀ NỘI,1009,56,2581000
2023-11-07,0,HỒ CHÍ MINH,1500,7039,1352010669
2023-10-19,1,HỒ CHÍ MINH,1500,5804,1488712434
2023-01-14,1,HỒ CHÍ MINH,1009,90,9333845
2023-12-19,1,HỒ CHÍ MINH,1500,5535,1514773473
2022-11-29,0,HÀ NỘI,2000,195669,19585289735
2023-04-17,1,HÀ NỘI,1500,15551,4315392432
2023-01-20,1,HÀ NỘI,1500,8085,4609986258
2023-03-02,1,HỒ CHÍ MINH,1009,74,8103340
2022-01-09,0,HỒ CHÍ MINH,2000,102904,14814971905
2023-02-10,1,HÀ NỘI,1009,36,4830250
2023-05-15,1,HỒ CHÍ MINH,1500,5118,1332002155
2023-08-16,1,HÀ NỘI,1500,18443,5298536238
2023-06-29,1,HỒ CHÍ MINH,1500,4842,1359529647
2022-12-11,1,HỒ CHÍ MINH,1009,97,11144840
2023-02-03,0,HÀ NỘI,1009,127,2864050
2022-07-12,0,HÀ NỘI,1500,46715,12080956645
2023-05-31,1,HÀ NỘI,1009,139,9675850
2023-01-28,0,HỒ CHÍ MINH,1009,162,9060780
2023-11-09,0,HÀ NỘI,2000,94304,7884500669
2023-08-07,0,HỒ CHÍ MINH,1500,9974,2021163878
2022-01-23,0,HÀ NỘI,1500,51388,33413574138
2023-03-02,0,HỒ CHÍ MINH,2000,83096,9714413236
2023-05-08,0,HÀ NỘI,1500,21545,4212839505
2022-08-05,0,HÀ NỘI,2000,209073,22662348542
2023-02-13,0,HỒ CHÍ MINH,2000,85283,10374958221
2022-06-08,0,HÀ NỘI,1500,40747,10032794118
2022-02-05,0,HỒ CHÍ MINH,2000,80005,10525655964
2024-02-22,1,HÀ NỘI,2000,71639,8210004784
2023-09-03,0,HÀ NỘI,1500,31794,6760326741
2024-01-09,0,HỒ CHÍ MINH,1500,8357,1766487601
2024-04-11,1,HÀ NỘI,1500,21831,4787394573
2022-11-03,0,HỒ CHÍ MINH,1500,12817,3178553429
2023-03-06,0,HÀ NỘI,1500,26921,5909166316
2023-12-21,1,HỒ CHÍ MINH,2000,53783,6493105676
2023-09-20,1,HỒ CHÍ MINH,2000,41310,5520302642
2023-10-10,1,HÀ NỘI,1500,17217,4729344569
2023-12-04,1,HỒ CHÍ MINH,2000,46756,6200852332
2023-06-01,1,HÀ NỘI,1500,17193,5280581950
2024-02-29,1,HỒ CHÍ MINH,1500,4330,1251850208
2023-10-15,0,HỒ CHÍ MINH,1009,257,17436360
2022-02-03,0,HỒ CHÍ MINH,2000,574,80825689
2023-06-30,0,HỒ CHÍ MINH,1009,100,5186381
2023-10-17,0,HỒ CHÍ MINH,1009,230,43728400
2024-03-12,0,HỒ CHÍ MINH,1009,50,1985694
2024-04-20,1,HÀ NỘI,2000,75094,9619168801
2023-11-24,1,HÀ NỘI,1009,53,9143240
2023-08-16,0,HÀ NỘI,1009,40,1236000
2023-07-22,0,HỒ CHÍ MINH,2000,75179,7194082800
2022-08-12,0,HÀ NỘI,1500,45179,11752753608
2023-01-17,1,HỒ CHÍ MINH,1500,2060,813490132
2022-11-25,1,HỒ CHÍ MINH,2000,4463,631169359
2022-09-26,0,HÀ NỘI,2000,211563,21518537560
2022-09-30,1,HÀ NỘI,1009,13,1211500
2023-11-12,1,HỒ CHÍ MINH,2000,54538,8348665511
2024-03-21,1,HỒ CHÍ MINH,1500,4513,1303585866
2022-11-01,0,HỒ CHÍ MINH,2000,105710,12966681988
2023-03-18,1,HÀ NỘI,2000,65204,10815682228
2022-11-18,0,HÀ NỘI,2000,202618,22055725643
2023-08-13,1,HÀ NỘI,2000,104666,13983115415
2023-11-14,0,HỒ CHÍ MINH,2000,69424,7347656090
2023-12-01,0,HÀ NỘI,2000,74278,6202123884
2024-04-09,0,HÀ NỘI,2000,122321,10997427081
2023-01-08,0,HỒ CHÍ MINH,2000,98174,11498587806
