CALDAY,IS_MBS,CITY,BUSINESS_UNIT,MCH5_NAME,VALUE_TRANSACTIONS_MCH5,VALUE_SALE_AMOUNT_MCH5
2022-07-10,0,HÀ NỘI,1500,Sơ chế thịt heo,1036,71688424
2023-01-02,0,HÀ NỘI,2000,Sơ chế thịt heo,1316,80686400
2022-02-04,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,10,762646
2024-03-04,1,HÀ NỘI,2000,Sơ chế thịt heo,1648,97536524
2024-03-02,0,HÀ NỘI,1500,Sơ chế thịt heo,173,11378992
2022-01-24,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,233,14507048
2023-06-02,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,77,3470242
2023-06-18,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,165,8232403
2023-12-22,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,33,1724038
2023-09-19,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,105,4663440
2024-01-17,0,HÀ NỘI,1500,Sơ chế thịt heo,105,6171732
2022-11-02,1,HÀ NỘI,2000,Sơ chế thịt heo,136,8133635
2023-08-10,0,HÀ NỘI,2000,Sơ chế thịt heo,150,9392355
2022-01-22,0,HÀ NỘI,1500,Sơ chế thịt heo,981,70054450
2023-08-07,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,50,2025127
2022-09-15,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,112,5982409
2023-09-22,0,HÀ NỘI,1500,Sơ chế thịt heo,152,9531552
2023-12-23,1,HÀ NỘI,2000,Sơ chế thịt heo,1781,104687970
2023-06-23,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,46,2365725
2024-04-01,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,590,32151470
2023-12-03,1,HÀ NỘI,1500,Sơ chế thịt heo,801,46616415
2023-07-29,0,HÀ NỘI,1500,Sơ chế thịt heo,191,12054434
2023-06-22,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,91,4436463
2023-11-28,1,HÀ NỘI,2000,Sơ chế thịt heo,1533,82991289
2022-10-22,0,HÀ NỘI,2000,Sơ chế thịt heo,1573,109704230
2023-11-27,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,65,3276218
2022-09-30,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,7,299900
2022-04-20,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,65,3108352
2023-09-05,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,106,5192314
2023-12-04,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,504,25463069
2022-10-28,0,HÀ NỘI,2000,Sơ chế thịt heo,1185,80036065
2022-02-08,0,HÀ NỘI,1500,Sơ chế thịt heo,508,33846470
2022-04-09,0,HÀ NỘI,1500,Sơ chế thịt heo,819,59051585
2023-03-05,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,385,22706448
2022-11-25,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,383,24951893
2023-07-05,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,86,4657265
2023-04-15,0,HÀ NỘI,2000,Sơ chế thịt heo,301,20155266
2023-08-18,1,HÀ NỘI,2000,Sơ chế thịt heo,1098,64222548
2022-08-06,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,320,17799420
2024-02-24,0,HÀ NỘI,1500,Sơ chế thịt heo,155,9526226
2024-03-18,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,96,4215484
2023-03-23,0,HÀ NỘI,2000,Sơ chế thịt heo,277,17789096
2024-03-19,1,HÀ NỘI,1500,Sơ chế thịt heo,566,31528315
2022-04-19,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,74,3364553
2022-02-23,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,89,6593967
2024-02-22,0,HÀ NỘI,2000,Sơ chế thịt heo,214,15299342
2024-01-19,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,94,4152569
2023-05-20,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,90,3863062
2024-03-25,0,HÀ NỘI,1500,Sơ chế thịt heo,126,7989871
2023-06-06,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,57,2908786
2023-01-21,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,61,3563297
2022-02-14,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,47,2230490
2022-02-28,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,322,17820433
2023-01-26,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,9,585946
2022-07-26,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,341,19125283
2023-09-07,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,468,25160892
2022-01-31,0,HÀ NỘI,1500,Sơ chế thịt heo,286,22817514
2023-02-05,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,105,4915666
2022-10-22,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,30,1618635
2023-02-20,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,405,22632072
2023-05-21,1,HÀ NỘI,2000,Sơ chế thịt heo,1553,86333765
2023-05-07,1,HÀ NỘI,2000,Sơ chế thịt heo,1310,78352687
2022-10-28,0,HÀ NỘI,1500,Sơ chế thịt heo,544,35414206
2023-09-11,0,HÀ NỘI,1500,Sơ chế thịt heo,172,9030021
2023-06-04,1,HÀ NỘI,2000,Sơ chế thịt heo,1404,78923230
2023-03-25,0,HÀ NỘI,2000,Sơ chế thịt heo,375,24575520
2024-03-07,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,76,3365908
2022-11-18,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,38,2768841
2023-11-10,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,40,1603604
2023-10-25,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,96,4998118
2024-02-09,0,HÀ NỘI,2000,Sơ chế thịt heo,192,13410653
2023-12-10,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,162,7337394
2023-11-18,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,92,4494132
2023-01-19,0,HÀ NỘI,1500,Sơ chế thịt heo,832,66108897
2022-02-28,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,89,5688533
2023-11-11,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,170,8153482
2023-01-14,0,HÀ NỘI,1500,Sơ chế thịt heo,379,26149229
2022-02-07,0,HÀ NỘI,1500,Sơ chế thịt heo,641,42841798
2023-10-13,1,HÀ NỘI,2000,Sơ chế thịt heo,1163,68157111
2022-03-24,0,HÀ NỘI,2000,Sơ chế thịt heo,1821,121661003
2023-01-21,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,183,9987142
2022-12-07,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,436,26469621
2023-12-03,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,155,6614911
2022-08-26,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,406,23645221
2023-01-31,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,68,3439686
2023-02-17,1,HÀ NỘI,2000,Sơ chế thịt heo,950,57561736
2023-09-13,0,HÀ NỘI,2000,Sơ chế thịt heo,171,10710490
2023-09-17,0,HÀ NỘI,2000,Sơ chế thịt heo,259,15983058
2024-01-19,1,HÀ NỘI,2000,Sơ chế thịt heo,1336,78535595
2022-08-03,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,148,6382669
2022-10-21,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,106,5436293
2024-03-05,0,HÀ NỘI,1500,Sơ chế thịt heo,157,8877636
2023-04-11,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,363,21271221
2022-07-24,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,166,6873454
2022-12-12,1,HÀ NỘI,2000,Sơ chế thịt heo,141,8050090
2024-03-05,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,63,3328406
2023-04-12,0,HÀ NỘI,1500,Sơ chế thịt heo,182,10942777
2024-02-03,0,HÀ NỘI,1500,Sơ chế thịt heo,178,13678669
2023-01-15,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,55,2861974
2023-07-29,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,151,6914034
2024-01-29,0,HÀ NỘI,1500,Sơ chế thịt heo,121,8539108
2024-02-22,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,50,2782829
2024-01-18,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,95,4202027
2022-08-20,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,174,8499454
2023-03-27,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,38,1674122
2022-02-23,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,64,3240328
2022-09-21,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,14,628880
2023-01-29,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,74,4198408
2022-07-16,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,209,9863959
2024-04-02,1,HÀ NỘI,1500,Sơ chế thịt heo,505,30572215
2023-08-26,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,154,7700822
2024-01-25,1,HÀ NỘI,1500,Sơ chế thịt heo,487,29430437
2023-02-16,0,HÀ NỘI,1500,Sơ chế thịt heo,272,16634501
2023-09-21,0,HÀ NỘI,1500,Sơ chế thịt heo,157,9141156
2024-03-22,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,516,27308563
2024-03-10,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,66,3544991
2023-05-31,1,HÀ NỘI,1500,Sơ chế thịt heo,460,24490568
2023-08-06,1,HÀ NỘI,1500,Sơ chế thịt heo,868,51387623
2023-10-20,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,72,3854279
2024-02-26,1,HÀ NỘI,2000,Sơ chế thịt heo,1545,89035689
2022-09-03,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,720,47592351
2022-05-31,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,180,7910828
2023-03-23,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,169,8894086
2023-09-02,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,117,5763460
2023-10-16,0,HÀ NỘI,2000,Sơ chế thịt heo,123,7543731
2023-07-19,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,320,18790856
2023-05-15,1,HÀ NỘI,2000,Sơ chế thịt heo,1068,61777638
2024-04-04,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,508,26494986
2022-03-06,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,144,9046170
2024-03-31,1,HÀ NỘI,1500,Sơ chế thịt heo,799,52513702
2022-11-07,0,HÀ NỘI,2000,Sơ chế thịt heo,1510,89582216
2022-12-18,0,HÀ NỘI,2000,Sơ chế thịt heo,1512,95031784
2023-09-26,1,HÀ NỘI,2000,Sơ chế thịt heo,1480,86842531
2022-07-11,0,HÀ NỘI,2000,Sơ chế thịt heo,1459,94964666
2023-02-12,1,HÀ NỘI,2000,Sơ chế thịt heo,1091,67669587
2023-02-26,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,364,21853251
2022-07-16,0,HÀ NỘI,1500,Sơ chế thịt heo,947,67001367
2023-05-12,1,HÀ NỘI,2000,Sơ chế thịt heo,1016,59618306
2022-10-03,0,HÀ NỘI,1500,Sơ chế thịt heo,659,41038210
2023-11-21,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,116,4717404
2023-06-01,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,335,18415536
2023-04-26,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,310,18625820
2024-02-26,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,89,4579601
2022-04-27,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,91,3928038
2024-02-23,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,101,4494355
2022-09-18,1,HÀ NỘI,2000,Sơ chế thịt heo,126,7819666
2022-04-14,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,50,2551305
2022-12-30,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,45,2387442
2023-11-13,0,HÀ NỘI,2000,Sơ chế thịt heo,145,8300930
2023-04-04,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,44,2142904
2022-09-01,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,140,7118129
2024-03-26,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,104,5021985
2023-03-28,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,47,2118800
2023-05-24,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,357,19710557
2023-07-10,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,59,2676351
2022-12-01,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,313,20638491
2022-05-27,0,HÀ NỘI,1500,Sơ chế thịt heo,543,37254637
2023-01-06,1,HÀ NỘI,1500,Sơ chế thịt heo,222,14149173
2024-03-03,0,HÀ NỘI,2000,Sơ chế thịt heo,267,16354048
2023-02-18,0,HÀ NỘI,1500,Sơ chế thịt heo,354,22338076
2022-01-20,0,HÀ NỘI,2000,Sơ chế thịt heo,1398,93823394
2023-08-31,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,43,1953373
2023-11-06,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,86,4140379
2023-05-25,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,72,3333588
2023-05-26,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,40,2008241
2023-10-03,0,HÀ NỘI,1500,Sơ chế thịt heo,159,9571012
2022-05-09,0,HÀ NỘI,2000,Sơ chế thịt heo,1281,84800165
2023-09-21,1,HÀ NỘI,1500,Sơ chế thịt heo,477,26050797
2024-02-21,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,108,5118518
2022-12-01,0,HÀ NỘI,1500,Sơ chế thịt heo,705,44973113
2023-02-07,0,HÀ NỘI,1500,Sơ chế thịt heo,296,17388825
2023-06-11,1,HÀ NỘI,1500,Sơ chế thịt heo,741,44636863
2024-03-11,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,544,29838417
2024-04-18,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,441,23012459
2022-04-21,0,HÀ NỘI,2000,Sơ chế thịt heo,1448,97393649
2023-06-25,0,HÀ NỘI,1500,Sơ chế thịt heo,261,15990069
2024-03-04,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,458,24405548
2023-08-13,1,HÀ NỘI,2000,Sơ chế thịt heo,1295,76800648
2022-06-19,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,124,5355062
2023-03-09,1,HÀ NỘI,2000,Sơ chế thịt heo,1115,66889561
2024-01-03,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,653,36963778
2022-11-24,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,502,29177488
2022-07-09,0,HÀ NỘI,2000,Sơ chế thịt heo,1392,91758615
2023-02-16,1,HÀ NỘI,1500,Sơ chế thịt heo,441,25711475
2023-11-14,1,HÀ NỘI,1500,Sơ chế thịt heo,575,31231034
2022-08-29,0,HÀ NỘI,1500,Sơ chế thịt heo,685,40962414
2024-04-20,1,HÀ NỘI,2000,Sơ chế thịt heo,1705,103304151
2023-02-25,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,96,5179390
2022-09-17,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,804,49216032
2023-03-11,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,87,4434979
2022-10-11,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,118,6356758
2024-01-30,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,72,3482462
2022-09-09,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,336,18557097
2024-03-31,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,119,7297684
2022-09-04,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,152,8518660
2023-07-16,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,91,4681117
2024-03-24,0,HÀ NỘI,1500,Sơ chế thịt heo,186,11146481
2024-01-15,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,42,1961467
2022-06-09,0,HÀ NỘI,2000,Sơ chế thịt heo,1596,104329430
2023-09-09,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,64,2727640
2022-03-10,0,HÀ NỘI,2000,Sơ chế thịt heo,1712,112397750
2023-07-08,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,124,6387938
2024-04-07,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,144,6814834
2023-02-16,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,182,9969508
2023-08-30,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,44,1898291
2023-05-06,0,HÀ NỘI,1500,Sơ chế thịt heo,229,13694664
2024-04-13,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,576,31309542
2024-02-05,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,103,6501133
2022-08-10,0,HÀ NỘI,1500,Sơ chế thịt heo,868,52582507
2023-01-16,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,89,4834600
2022-12-24,1,HÀ NỘI,2000,Sơ chế thịt heo,148,9163265
2024-02-02,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,34,1903245
2022-03-07,0,HÀ NỘI,2000,Sơ chế thịt heo,1736,115060881
2023-06-06,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,408,23327626
2024-04-15,1,HÀ NỘI,2000,Sơ chế thịt heo,1513,91922903
2023-12-11,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,96,4838432
2022-09-12,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,18,1010541
2023-10-07,1,HÀ NỘI,1500,Sơ chế thịt heo,824,48149943
2022-12-13,0,HÀ NỘI,1500,Sơ chế thịt heo,653,41842474
2022-03-26,0,HÀ NỘI,1500,Sơ chế thịt heo,998,71642400
2022-06-15,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,115,4788833
2023-10-03,1,HÀ NỘI,2000,Sơ chế thịt heo,1557,92200100
2024-01-09,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,124,6209552
2023-05-02,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,72,4155477
2022-09-19,0,HÀ NỘI,2000,Sơ chế thịt heo,1573,108331478
2023-02-15,1,HÀ NỘI,2000,Sơ chế thịt heo,1173,71492941
2022-09-26,0,HÀ NỘI,2000,Sơ chế thịt heo,1468,99674070
2023-12-26,0,HÀ NỘI,2000,Sơ chế thịt heo,185,11958328
2023-03-04,1,HÀ NỘI,2000,Sơ chế thịt heo,1150,73294079
2023-04-18,1,HÀ NỘI,1500,Sơ chế thịt heo,455,24733622
2023-07-17,1,HÀ NỘI,1500,Sơ chế thịt heo,619,33342990
2024-01-06,1,HÀ NỘI,1500,Sơ chế thịt heo,660,42315087
2023-01-29,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,264,16035269
2022-09-02,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,518,27729933
2023-02-22,1,HÀ NỘI,2000,Sơ chế thịt heo,1147,68968752
2023-04-08,1,HÀ NỘI,2000,Sơ chế thịt heo,1209,76185075
2023-10-18,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,79,4195292
2024-01-03,1,HÀ NỘI,2000,Sơ chế thịt heo,1445,85046963
2024-02-06,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,357,21717806
2024-04-08,0,HÀ NỘI,2000,Sơ chế thịt heo,250,16459521
2023-05-18,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,296,17802143
2023-10-29,0,HÀ NỘI,2000,Sơ chế thịt heo,214,14002354
2023-11-15,1,HÀ NỘI,1500,Sơ chế thịt heo,598,30575632
2024-01-28,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,149,8581841
2023-04-23,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,79,4485762
2022-07-22,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,139,7624036
2024-01-01,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,152,8028690
2023-02-28,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,133,8049980
2022-04-25,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,75,3892884
2022-03-12,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,107,6834969
2022-01-31,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,60,3297561
2023-05-04,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,69,2994655
2022-09-08,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,19,1077672
2023-10-21,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,104,5548003
2023-03-31,0,HÀ NỘI,2000,Sơ chế thịt heo,233,15208945
2022-09-08,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,674,41867897
2022-05-31,0,HÀ NỘI,1500,Sơ chế thịt heo,703,45702143
2023-11-06,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,498,26340664
2022-07-17,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,162,8188945
2023-02-15,0,HÀ NỘI,2000,Sơ chế thịt heo,441,28482434
2024-02-13,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,26,1389700
2023-09-03,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,312,16091551
2022-01-07,0,HÀ NỘI,2000,Sơ chế thịt heo,1749,123248328
2022-07-20,0,HÀ NỘI,2000,Sơ chế thịt heo,1729,110148199
2022-08-12,0,HÀ NỘI,1500,Sơ chế thịt heo,798,52061516
2022-07-10,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,151,7676619
2024-03-13,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,413,21069284
2023-07-13,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,52,2105596
2023-07-10,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,358,20015846
2023-10-10,0,HÀ NỘI,2000,Sơ chế thịt heo,213,13809222
2023-07-15,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,104,5796000
2023-01-10,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,81,3840791
2022-10-03,1,HÀ NỘI,2000,Sơ chế thịt heo,101,6336589
2023-07-28,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,32,1347765
2023-07-17,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,98,4863724
2024-04-15,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,43,1744514
2024-02-26,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,62,3148793
2024-01-31,1,HÀ NỘI,2000,Sơ chế thịt heo,1551,89830804
2024-04-19,1,HÀ NỘI,1500,Sơ chế thịt heo,375,20477546
2023-11-11,0,HÀ NỘI,1500,Sơ chế thịt heo,165,10158148
2022-06-11,0,HÀ NỘI,1500,Sơ chế thịt heo,888,62857787
2023-10-09,1,HÀ NỘI,1500,Sơ chế thịt heo,497,27263211
2022-04-23,0,HÀ NỘI,2000,Sơ chế thịt heo,1527,105017771
2023-01-02,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,446,25525581
2023-05-31,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,100,4605220
2023-10-21,1,HÀ NỘI,2000,Sơ chế thịt heo,1449,85370511
2023-10-17,1,HÀ NỘI,1500,Sơ chế thịt heo,496,26847932
2022-08-20,0,HÀ NỘI,1500,Sơ chế thịt heo,1060,68986272
2024-01-11,1,HÀ NỘI,2000,Sơ chế thịt heo,2008,118448673
2023-06-15,0,HÀ NỘI,1500,Sơ chế thịt heo,143,8666697
2023-12-23,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,679,40219508
2022-07-22,0,HÀ NỘI,1500,Sơ chế thịt heo,628,43427993
2024-01-14,1,HÀ NỘI,2000,Sơ chế thịt heo,1927,112821295
2024-03-24,1,HÀ NỘI,2000,Sơ chế thịt heo,1827,105944934
2023-06-26,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,113,5051658
2022-10-16,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,198,9516080
2023-12-12,0,HÀ NỘI,1500,Sơ chế thịt heo,118,6328336
2024-03-23,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,166,7947698
2023-02-16,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,85,3940321
2023-07-02,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,71,3680831
2022-02-12,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,19,1395981
2023-04-28,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,73,4143774
2023-10-14,0,HÀ NỘI,2000,Sơ chế thịt heo,271,16912154
2023-12-15,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,75,3267224
2023-07-01,0,HÀ NỘI,1500,Sơ chế thịt heo,196,12410600
2023-09-08,0,HÀ NỘI,2000,Sơ chế thịt heo,153,9357929
2024-01-03,0,HÀ NỘI,1500,Sơ chế thịt heo,125,6912961
2022-03-01,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,135,6720260
2023-02-27,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,55,3133358
2023-10-27,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,315,17389700
2023-07-22,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,69,2951483
2023-09-29,1,HÀ NỘI,2000,Sơ chế thịt heo,1131,64451681
2024-04-08,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,49,2010623
2023-01-26,1,HÀ NỘI,1500,Sơ chế thịt heo,194,13406167
2023-07-26,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,57,2457058
2022-08-26,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,141,7265444
2023-04-17,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,457,26922548
2023-06-27,1,HÀ NỘI,2000,Sơ chế thịt heo,1469,85938487
2022-11-28,1,HỒ CHÍ MINH,2000,Sơ chế thịt heo,41,2490111
2022-01-07,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,85,4995509
2023-02-07,0,HÀ NỘI,2000,Sơ chế thịt heo,405,25835595
2022-08-30,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,513,33660385
2023-04-03,0,HÀ NỘI,2000,Sơ chế thịt heo,279,17281178
2022-07-06,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,99,4266331
2022-11-13,1,HÀ NỘI,2000,Sơ chế thịt heo,130,7955920
2022-09-09,1,HÀ NỘI,2000,Sơ chế thịt heo,197,13247904
2022-04-14,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,23,696000
2023-03-01,0,HÀ NỘI,1500,Sơ chế thịt heo,273,17540479
2022-01-19,0,HÀ NỘI,1500,Sơ chế thịt heo,643,45604053
2023-03-10,0,HÀ NỘI,2000,Sơ chế thịt heo,293,18178944
2022-11-07,1,HÀ NỘI,2000,Sơ chế thịt heo,150,8516870
2023-11-28,1,HỒ CHÍ MINH,1500,Sơ chế thịt heo,101,4300794
2022-12-02,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,121,6092042
2023-07-01,0,HỒ CHÍ MINH,2000,Sơ chế thịt heo,123,6371449
2024-01-19,0,HỒ CHÍ MINH,1500,Sơ chế thịt heo,35,1277232
2023-07-26,0,HÀ NỘI,1500,Sơ chế thịt heo,167,10108758
