CALDAY,IS_MBS,CITY,BUSINESS_UNIT,MCH5_NAME,VALUE_TRANSACTIONS_MCH5,VALUE_SALE_AMOUNT_MCH5
2022-01-28,0,HỒ CHÍ MINH,1500,Gà nội địa,697,66422998
2022-06-02,0,HÀ NỘI,2000,Gà nội địa,6052,364210637
2022-11-25,0,HÀ NỘI,1500,Gà nội địa,3171,231138884
2022-04-04,0,HÀ NỘI,2000,Gà nội địa,6339,410406229
2022-09-19,0,HÀ NỘI,2000,Gà nội địa,7226,464824713
2023-02-27,1,HỒ CHÍ MINH,2000,Gà nội địa,1973,124095935
2023-11-26,1,HỒ CHÍ MINH,2000,Gà nội địa,2971,200470726
2024-02-21,1,HÀ NỘI,1500,Gà nội địa,2126,143500264
2024-01-03,1,HỒ CHÍ MINH,2000,Gà nội địa,3020,189199420
2023-10-22,1,HÀ NỘI,2000,Gà nội địa,7364,449663585
2022-05-28,0,HỒ CHÍ MINH,1500,Gà nội địa,1020,86201978
2023-03-06,0,HỒ CHÍ MINH,2000,Gà nội địa,1662,100436174
2023-05-04,0,HÀ NỘI,1500,Gà nội địa,986,65442382
2022-04-13,0,HỒ CHÍ MINH,1500,Gà nội địa,794,58150843
2023-06-19,0,HỒ CHÍ MINH,2000,Gà nội địa,1836,117519039
2023-06-18,0,HÀ NỘI,1500,Gà nội địa,1463,111693541
2023-03-10,1,HỒ CHÍ MINH,2000,Gà nội địa,1650,109116936
2024-01-17,0,HÀ NỘI,1500,Gà nội địa,890,57523111
2023-09-19,0,HÀ NỘI,1500,Gà nội địa,1208,80015899
2024-03-14,0,HỒ CHÍ MINH,2000,Gà nội địa,940,58895096
2023-11-10,1,HỒ CHÍ MINH,1500,Gà nội địa,510,41458135
2023-03-14,1,HỒ CHÍ MINH,1500,Gà nội địa,409,29338524
2023-12-28,1,HỒ CHÍ MINH,1500,Gà nội địa,397,31589024
2023-06-08,1,HỒ CHÍ MINH,1500,Gà nội địa,462,39943635
2023-09-25,1,HỒ CHÍ MINH,2000,Gà nội địa,2807,182090116
2022-07-18,0,HÀ NỘI,2000,Gà nội địa,6869,433773910
2023-06-09,1,HÀ NỘI,2000,Gà nội địa,6172,349878091
2024-01-18,0,HỒ CHÍ MINH,2000,Gà nội địa,684,41481789
2022-09-08,0,HÀ NỘI,1500,Gà nội địa,3171,210347454
2023-01-29,1,HÀ NỘI,2000,Gà nội địa,3535,208086179
2022-03-24,0,HỒ CHÍ MINH,1500,Gà nội địa,757,55819916
2023-01-17,0,HÀ NỘI,2000,Gà nội địa,1215,80800928
2023-12-12,1,HỒ CHÍ MINH,2000,Gà nội địa,2971,184404100
2022-01-12,0,HÀ NỘI,1500,Gà nội địa,3010,212283828
2022-06-16,0,HỒ CHÍ MINH,2000,Gà nội địa,3282,210121946
2022-08-28,0,HÀ NỘI,2000,Gà nội địa,7729,508920020
2022-11-06,0,HỒ CHÍ MINH,2000,Gà nội địa,3311,207691275
2023-08-20,1,HÀ NỘI,1500,Gà nội địa,3660,272939776
2023-08-15,0,HÀ NỘI,2000,Gà nội địa,439,27200271
2023-08-17,0,HÀ NỘI,2000,Gà nội địa,386,24000326
2024-03-29,0,HÀ NỘI,1500,Gà nội địa,888,66028144
2024-02-16,1,HÀ NỘI,1500,Gà nội địa,1778,128152964
2022-06-20,0,HÀ NỘI,1500,Gà nội địa,3409,229346904
2023-02-21,0,HỒ CHÍ MINH,2000,Gà nội địa,1624,99999998
2022-06-25,0,HỒ CHÍ MINH,2000,Gà nội địa,3443,232543777
2023-03-18,1,HÀ NỘI,2000,Gà nội địa,5107,294623501
2022-12-03,0,HÀ NỘI,1500,Gà nội địa,4253,339746035
2023-03-01,0,HÀ NỘI,1500,Gà nội địa,1639,109081768
2024-03-12,0,HỒ CHÍ MINH,1500,Gà nội địa,312,25818776
2024-01-28,0,HỒ CHÍ MINH,2000,Gà nội địa,798,51703702
2022-11-25,0,HỒ CHÍ MINH,2000,Gà nội địa,2867,176304095
2023-11-07,0,HỒ CHÍ MINH,2000,Gà nội địa,907,56079181
2024-01-19,1,HÀ NỘI,2000,Gà nội địa,6575,380252014
2023-02-18,1,HỒ CHÍ MINH,2000,Gà nội địa,1682,111018606
2023-01-08,1,HÀ NỘI,1500,Gà nội địa,2007,147177008
2024-04-06,1,HÀ NỘI,1500,Gà nội địa,3222,244782366
2023-01-27,0,HÀ NỘI,2000,Gà nội địa,1587,102641688
2022-06-25,0,HÀ NỘI,1500,Gà nội địa,3835,286940671
2024-04-10,0,HÀ NỘI,1500,Gà nội địa,855,58214215
2024-02-17,0,HÀ NỘI,2000,Gà nội địa,265,18280603
2023-01-07,0,HỒ CHÍ MINH,2000,Gà nội địa,1738,108786471
2023-03-12,0,HỒ CHÍ MINH,1500,Gà nội địa,493,41840644
2023-05-23,1,HỒ CHÍ MINH,1500,Gà nội địa,421,32381222
2023-02-17,1,HỒ CHÍ MINH,1500,Gà nội địa,249,18471741
2023-07-14,0,HỒ CHÍ MINH,1500,Gà nội địa,346,32634496
2022-09-16,0,HÀ NỘI,1500,Gà nội địa,3144,216975658
2024-04-14,0,HỒ CHÍ MINH,1500,Gà nội địa,367,32059765
2022-11-21,1,HÀ NỘI,2000,Gà nội địa,471,31897893
2023-06-14,0,HỒ CHÍ MINH,2000,Gà nội địa,1753,112909443
2022-09-30,0,HỒ CHÍ MINH,1500,Gà nội địa,743,56854861
2022-11-17,0,HÀ NỘI,2000,Gà nội địa,5705,365499983
2022-09-05,0,HÀ NỘI,2000,Gà nội địa,6989,459453434
2023-05-21,1,HÀ NỘI,2000,Gà nội địa,6808,394177869
2022-03-23,0,HÀ NỘI,1500,Gà nội địa,2887,189385833
2022-07-24,0,HỒ CHÍ MINH,2000,Gà nội địa,3782,269267742
2023-10-28,1,HỒ CHÍ MINH,1500,Gà nội địa,651,56881588
2023-08-31,0,HỒ CHÍ MINH,2000,Gà nội địa,1101,72222143
2023-03-29,0,HỒ CHÍ MINH,2000,Gà nội địa,1651,101366427
2023-02-03,0,HÀ NỘI,2000,Gà nội địa,1308,81990141
2023-04-29,1,HÀ NỘI,1500,Gà nội địa,2000,167896809
2022-02-04,0,HỒ CHÍ MINH,1500,Gà nội địa,363,31040378
2023-12-30,1,HỒ CHÍ MINH,2000,Gà nội địa,2526,170791452
2023-07-22,1,HÀ NỘI,1500,Gà nội địa,2864,214737783
2023-07-11,1,HỒ CHÍ MINH,2000,Gà nội địa,2569,158705618
2023-02-24,0,HÀ NỘI,2000,Gà nội địa,915,55297402
2022-08-07,0,HỒ CHÍ MINH,1500,Gà nội địa,1156,93396849
2023-11-22,1,HỒ CHÍ MINH,1500,Gà nội địa,501,38809657
2023-05-07,1,HỒ CHÍ MINH,1500,Gà nội địa,640,49772108
2024-04-02,1,HÀ NỘI,2000,Gà nội địa,7798,456947189
2023-03-11,0,HỒ CHÍ MINH,2000,Gà nội địa,1627,104996189
2024-01-07,0,HÀ NỘI,2000,Gà nội địa,337,21477720
2024-04-20,1,HỒ CHÍ MINH,2000,Gà nội địa,3109,208432234
2023-03-01,1,HÀ NỘI,1500,Gà nội địa,1810,123044881
2023-03-24,1,HỒ CHÍ MINH,2000,Gà nội địa,1601,106589846
2023-03-30,1,HÀ NỘI,2000,Gà nội địa,5737,315117477
2022-01-30,0,HỒ CHÍ MINH,2000,Gà nội địa,3327,268673358
2023-06-03,0,HÀ NỘI,1500,Gà nội địa,1274,96398106
2023-04-30,1,HỒ CHÍ MINH,2000,Gà nội địa,1326,90295023
2023-06-23,1,HÀ NỘI,1500,Gà nội địa,2232,161804201
2022-09-17,0,HỒ CHÍ MINH,2000,Gà nội địa,3639,242829621
2023-08-18,0,HỒ CHÍ MINH,2000,Gà nội địa,1096,70010469
2022-02-27,0,HỒ CHÍ MINH,2000,Gà nội địa,3879,263116335
2024-04-13,1,HÀ NỘI,2000,Gà nội địa,6935,425187807
2023-11-12,1,HÀ NỘI,2000,Gà nội địa,8052,489673880
2022-07-17,0,HÀ NỘI,1500,Gà nội địa,4500,334563597
2023-07-03,1,HỒ CHÍ MINH,2000,Gà nội địa,2704,182685270
2022-10-21,0,HỒ CHÍ MINH,2000,Gà nội địa,2776,181044295
2022-07-01,0,HỒ CHÍ MINH,2000,Gà nội địa,3343,219225885
2024-04-16,1,HÀ NỘI,2000,Gà nội địa,7783,452420438
2023-05-27,1,HÀ NỘI,2000,Gà nội địa,6095,361076196
2022-06-16,0,HỒ CHÍ MINH,1500,Gà nội địa,786,60760366
2022-05-07,0,HÀ NỘI,2000,Gà nội địa,5463,346455403
2022-01-10,0,HỒ CHÍ MINH,1500,Gà nội địa,751,56653214
2023-08-19,1,HỒ CHÍ MINH,2000,Gà nội địa,2368,161649248
2023-07-13,1,HÀ NỘI,2000,Gà nội địa,7146,396503616
2022-12-26,1,HÀ NỘI,2000,Gà nội địa,498,32937350
2023-08-14,0,HÀ NỘI,2000,Gà nội địa,416,26814746
2024-01-10,0,HÀ NỘI,2000,Gà nội địa,300,19758654
2022-05-14,0,HỒ CHÍ MINH,1500,Gà nội địa,1055,85709480
2022-06-23,0,HỒ CHÍ MINH,1500,Gà nội địa,806,60880875
2023-09-09,0,HÀ NỘI,2000,Gà nội địa,416,27200797
2022-10-23,1,HÀ NỘI,2000,Gà nội địa,366,23832166
2022-10-06,1,HỒ CHÍ MINH,2000,Gà nội địa,212,14737059
2022-10-09,0,HÀ NỘI,2000,Gà nội địa,7230,481079175
2022-07-20,0,HÀ NỘI,2000,Gà nội địa,6424,411251759
2024-02-09,0,HÀ NỘI,1500,Gà nội địa,382,36248187
2023-06-15,1,HÀ NỘI,1500,Gà nội địa,2069,144289505
2023-04-21,1,HỒ CHÍ MINH,1500,Gà nội địa,369,30146899
2022-12-19,0,HỒ CHÍ MINH,1500,Gà nội địa,797,60270155
2023-07-03,1,HỒ CHÍ MINH,1500,Gà nội địa,556,42255989
2024-03-10,1,HÀ NỘI,1500,Gà nội địa,3641,278608117
2022-01-16,0,HỒ CHÍ MINH,2000,Gà nội địa,3332,235615932
2023-03-17,1,HỒ CHÍ MINH,1500,Gà nội địa,384,29395391
2022-03-02,0,HỒ CHÍ MINH,2000,Gà nội địa,3121,198185745
2023-07-01,1,HỒ CHÍ MINH,1500,Gà nội địa,566,48813812
2022-05-20,0,HỒ CHÍ MINH,2000,Gà nội địa,3531,231213066
2023-03-22,1,HÀ NỘI,2000,Gà nội địa,5290,291478109
2022-05-04,0,HÀ NỘI,2000,Gà nội địa,5964,367178395
2024-02-14,1,HÀ NỘI,1500,Gà nội địa,1512,111902362
2022-09-08,0,HỒ CHÍ MINH,2000,Gà nội địa,3709,245851924
2023-02-18,1,HÀ NỘI,1500,Gà nội địa,2164,161980427
2023-05-20,1,HÀ NỘI,2000,Gà nội địa,6043,347861682
2023-10-27,0,HÀ NỘI,1500,Gà nội địa,977,65427095
2024-02-01,1,HÀ NỘI,1500,Gà nội địa,1964,154900770
2023-12-02,0,HỒ CHÍ MINH,2000,Gà nội địa,911,58258047
2024-01-29,1,HỒ CHÍ MINH,1500,Gà nội địa,423,34325065
2023-07-22,0,HỒ CHÍ MINH,1500,Gà nội địa,419,39270361
2023-12-21,0,HÀ NỘI,2000,Gà nội địa,227,14303567
2022-06-14,0,HÀ NỘI,1500,Gà nội địa,3590,243605035
2023-12-06,0,HỒ CHÍ MINH,2000,Gà nội địa,863,50217013
2023-12-26,1,HÀ NỘI,2000,Gà nội địa,7169,407796139
2022-10-08,1,HÀ NỘI,2000,Gà nội địa,385,25860983
2023-05-28,1,HỒ CHÍ MINH,1500,Gà nội địa,710,58868062
2023-11-21,1,HÀ NỘI,2000,Gà nội địa,7725,435587857
2023-05-26,0,HÀ NỘI,2000,Gà nội địa,574,36906391
2022-04-10,0,HÀ NỘI,2000,Gà nội địa,3939,251382307
2022-08-22,0,HỒ CHÍ MINH,1500,Gà nội địa,858,65488010
2023-11-13,1,HÀ NỘI,2000,Gà nội địa,9169,534433287
2024-04-01,1,HỒ CHÍ MINH,1500,Gà nội địa,489,37433158
2022-09-18,1,HÀ NỘI,2000,Gà nội địa,443,28798517
2023-04-21,1,HÀ NỘI,1500,Gà nội địa,1881,130931058
2022-12-22,1,HỒ CHÍ MINH,2000,Gà nội địa,350,20877318
2023-06-29,0,HỒ CHÍ MINH,1500,Gà nội địa,360,30483658
2023-05-13,1,HỒ CHÍ MINH,2000,Gà nội địa,2134,148453562
2022-10-04,1,HÀ NỘI,2000,Gà nội địa,428,28145097
2024-04-19,0,HÀ NỘI,1500,Gà nội địa,753,47894271
2022-03-04,0,HÀ NỘI,1500,Gà nội địa,3212,229542974
2023-02-09,1,HÀ NỘI,2000,Gà nội địa,4065,218955330
2022-11-05,0,HÀ NỘI,1500,Gà nội địa,3916,288579391
2023-01-16,1,HÀ NỘI,2000,Gà nội địa,2540,148061617
2023-06-25,0,HÀ NỘI,1500,Gà nội địa,1826,138350273
2023-10-09,0,HÀ NỘI,1500,Gà nội địa,1140,73423892
2023-03-19,0,HÀ NỘI,1500,Gà nội địa,1816,131752389
2023-02-21,1,HỒ CHÍ MINH,2000,Gà nội địa,1700,108008524
2023-08-29,0,HÀ NỘI,2000,Gà nội địa,421,26336035
2023-08-15,1,HÀ NỘI,1500,Gà nội địa,2527,168247875
2023-07-26,1,HỒ CHÍ MINH,1500,Gà nội địa,516,40201029
2023-02-03,1,HỒ CHÍ MINH,2000,Gà nội địa,997,63525426
2024-03-21,0,HÀ NỘI,1500,Gà nội địa,920,65833874
2022-12-14,0,HÀ NỘI,2000,Gà nội địa,5746,379903665
2023-06-13,0,HÀ NỘI,1500,Gà nội địa,1063,75526084
2023-04-01,1,HÀ NỘI,1500,Gà nội địa,2488,184246640
2023-08-18,1,HỒ CHÍ MINH,1500,Gà nội địa,440,39482119
2023-07-19,0,HỒ CHÍ MINH,1500,Gà nội địa,397,33579643
2023-10-02,1,HÀ NỘI,2000,Gà nội địa,7889,462563570
2022-10-07,1,HÀ NỘI,2000,Gà nội địa,371,24033745
2023-06-20,1,HÀ NỘI,1500,Gà nội địa,2114,144876472
2023-07-11,1,HÀ NỘI,2000,Gà nội địa,7443,411894251
2022-11-22,0,HỒ CHÍ MINH,2000,Gà nội địa,3090,184555200
2024-02-27,1,HÀ NỘI,1500,Gà nội địa,2401,159556440
2022-06-23,0,HÀ NỘI,1500,Gà nội địa,3457,233844200
2023-09-24,1,HỒ CHÍ MINH,2000,Gà nội địa,2720,188229675
2022-11-10,0,HÀ NỘI,1500,Gà nội địa,3166,215426075
2022-08-24,0,HỒ CHÍ MINH,1500,Gà nội địa,835,61821843
2022-10-11,0,HỒ CHÍ MINH,1500,Gà nội địa,800,57222065
2023-07-21,1,HÀ NỘI,1500,Gà nội địa,2262,171090049
2024-04-15,1,HÀ NỘI,2000,Gà nội địa,8050,473587727
2023-10-17,0,HỒ CHÍ MINH,2000,Gà nội địa,1075,66950236
2022-09-10,0,HỒ CHÍ MINH,2000,Gà nội địa,3274,228494576
2023-11-07,1,HÀ NỘI,1500,Gà nội địa,2690,178640989
2023-01-04,1,HÀ NỘI,2000,Gà nội địa,338,23757968
2024-01-13,0,HỒ CHÍ MINH,1500,Gà nội địa,352,31328848
2023-11-29,1,HỒ CHÍ MINH,1500,Gà nội địa,500,37582798
2022-01-29,0,HÀ NỘI,1500,Gà nội địa,3373,323024299
2022-02-15,0,HÀ NỘI,1500,Gà nội địa,2486,180885732
2024-01-14,0,HỒ CHÍ MINH,1500,Gà nội địa,347,30203355
2024-01-03,0,HỒ CHÍ MINH,1500,Gà nội địa,271,22731329
2022-03-01,0,HÀ NỘI,2000,Gà nội địa,5593,348550200
2023-05-31,0,HỒ CHÍ MINH,2000,Gà nội địa,1760,112782768
2023-10-05,0,HÀ NỘI,1500,Gà nội địa,1194,75551563
2024-04-16,1,HỒ CHÍ MINH,2000,Gà nội địa,3187,204301369
2024-03-13,1,HỒ CHÍ MINH,2000,Gà nội địa,3051,195373999
2022-09-25,1,HÀ NỘI,2000,Gà nội địa,492,32085447
2023-12-16,0,HÀ NỘI,2000,Gà nội địa,326,22051375
2024-01-28,0,HÀ NỘI,2000,Gà nội địa,320,20072615
2024-04-12,1,HỒ CHÍ MINH,2000,Gà nội địa,2837,187222318
2023-08-30,1,HỒ CHÍ MINH,2000,Gà nội địa,2345,157643543
2023-07-27,0,HÀ NỘI,2000,Gà nội địa,409,25754467
2023-08-19,1,HÀ NỘI,1500,Gà nội địa,3139,242698544
2023-02-14,1,HÀ NỘI,2000,Gà nội địa,4265,229974126
2022-10-19,0,HÀ NỘI,2000,Gà nội địa,6277,409207023
2023-01-08,1,HỒ CHÍ MINH,2000,Gà nội địa,1465,90835654
2022-09-05,0,HỒ CHÍ MINH,2000,Gà nội địa,4316,282864170
2023-08-01,0,HÀ NỘI,1500,Gà nội địa,1092,72751257
2023-04-29,1,HỒ CHÍ MINH,2000,Gà nội địa,1562,112893720
2023-11-03,0,HỒ CHÍ MINH,2000,Gà nội địa,910,54968032
2024-02-22,1,HÀ NỘI,1500,Gà nội địa,1966,129679130
2024-02-04,1,HỒ CHÍ MINH,1500,Gà nội địa,440,42362545
2023-10-31,1,HỒ CHÍ MINH,2000,Gà nội địa,2875,174725263
2023-11-21,0,HÀ NỘI,1500,Gà nội địa,818,52499109
2023-07-17,0,HÀ NỘI,2000,Gà nội địa,511,33396855
2024-01-11,1,HỒ CHÍ MINH,1500,Gà nội địa,485,38755465
2023-07-31,0,HỒ CHÍ MINH,1500,Gà nội địa,354,31439211
2023-10-07,0,HÀ NỘI,2000,Gà nội địa,416,27037775
2023-01-06,1,HỒ CHÍ MINH,1500,Gà nội địa,108,8607885
2023-06-09,1,HỒ CHÍ MINH,2000,Gà nội địa,1949,139729839
2022-10-22,0,HÀ NỘI,2000,Gà nội địa,5980,415299893
2023-04-04,0,HÀ NỘI,1500,Gà nội địa,1383,92577222
2022-11-09,0,HỒ CHÍ MINH,2000,Gà nội địa,3144,196117748
2023-06-01,1,HỒ CHÍ MINH,2000,Gà nội địa,2062,145060366
2022-01-21,0,HÀ NỘI,1500,Gà nội địa,2404,191069061
2024-03-12,1,HỒ CHÍ MINH,2000,Gà nội địa,3146,204804118
2022-03-09,0,HỒ CHÍ MINH,2000,Gà nội địa,3435,215519428
2023-07-02,0,HỒ CHÍ MINH,2000,Gà nội địa,1796,113415336
2023-08-06,1,HỒ CHÍ MINH,1500,Gà nội địa,611,52965365
2023-11-28,1,HỒ CHÍ MINH,1500,Gà nội địa,531,43425515
2022-09-10,0,HÀ NỘI,2000,Gà nội địa,5499,375070221
2023-12-05,0,HÀ NỘI,1500,Gà nội địa,821,54321317
2023-10-08,1,HỒ CHÍ MINH,2000,Gà nội địa,2820,191744161
2022-06-18,0,HÀ NỘI,1500,Gà nội địa,3857,280523232
2023-10-12,1,HÀ NỘI,1500,Gà nội địa,2294,159215878
2022-07-06,0,HÀ NỘI,1500,Gà nội địa,4004,275673273
2022-03-27,0,HỒ CHÍ MINH,1500,Gà nội địa,1073,83331855
2023-01-26,1,HÀ NỘI,1500,Gà nội địa,600,43780151
2022-05-06,0,HỒ CHÍ MINH,1500,Gà nội địa,737,56667003
2023-09-09,1,HỒ CHÍ MINH,1500,Gà nội địa,622,53068354
2023-01-10,1,HÀ NỘI,1500,Gà nội địa,1264,85125056
2023-02-22,0,HÀ NỘI,1500,Gà nội địa,1566,103062022
2023-01-08,0,HÀ NỘI,1500,Gà nội địa,2030,146839014
2022-03-16,0,HÀ NỘI,2000,Gà nội địa,5644,334886821
2023-02-12,1,HÀ NỘI,1500,Gà nội địa,2008,145475115
2022-06-21,0,HỒ CHÍ MINH,1500,Gà nội địa,878,64178279
2023-05-02,1,HỒ CHÍ MINH,2000,Gà nội địa,1745,115960264
2023-09-10,0,HÀ NỘI,2000,Gà nội địa,498,33223741
2023-05-15,1,HỒ CHÍ MINH,1500,Gà nội địa,466,35971343
2023-08-25,1,HÀ NỘI,2000,Gà nội địa,6514,362505981
2022-02-21,0,HỒ CHÍ MINH,2000,Gà nội địa,3394,217864460
2023-06-21,1,HỒ CHÍ MINH,2000,Gà nội địa,2147,141902773
2023-03-31,0,HÀ NỘI,1500,Gà nội địa,1240,102259225
2022-03-05,0,HỒ CHÍ MINH,1500,Gà nội địa,1044,84315104
2023-12-12,1,HÀ NỘI,1500,Gà nội địa,2511,163968741
2023-10-28,0,HÀ NỘI,1500,Gà nội địa,1203,86863879
2024-02-08,1,HÀ NỘI,2000,Gà nội địa,4017,277414240
2023-01-11,1,HÀ NỘI,1500,Gà nội địa,1290,88112821
2023-06-11,1,HÀ NỘI,2000,Gà nội địa,6692,399394275
2022-09-18,0,HÀ NỘI,1500,Gà nội địa,5031,373666448
2022-04-11,0,HỒ CHÍ MINH,1500,Gà nội địa,1042,78287763
2023-12-18,0,HỒ CHÍ MINH,1500,Gà nội địa,315,23489485
2024-04-20,1,HÀ NỘI,2000,Gà nội địa,6816,408051771
2022-01-31,0,HỒ CHÍ MINH,2000,Gà nội địa,1313,77703126
2022-07-18,0,HỒ CHÍ MINH,2000,Gà nội địa,3872,264427549
2022-10-27,0,HỒ CHÍ MINH,1500,Gà nội địa,692,50070474
2023-04-28,1,HÀ NỘI,2000,Gà nội địa,4398,260355434
2022-06-01,0,HÀ NỘI,2000,Gà nội địa,5846,361089216
2022-09-06,0,HÀ NỘI,1500,Gà nội địa,3247,212849018
2024-01-09,1,HÀ NỘI,2000,Gà nội địa,7429,435637093
2022-08-17,0,HỒ CHÍ MINH,2000,Gà nội địa,3728,245711362
2022-09-13,0,HÀ NỘI,2000,Gà nội địa,7041,455173154
2023-11-15,1,HỒ CHÍ MINH,1500,Gà nội địa,530,39899035
2024-01-03,0,HÀ NỘI,2000,Gà nội địa,254,16525956
2024-03-04,1,HỒ CHÍ MINH,1500,Gà nội địa,488,38452374
2022-08-22,0,HỒ CHÍ MINH,2000,Gà nội địa,4265,281643476
2023-12-03,0,HỒ CHÍ MINH,1500,Gà nội địa,400,35316964
2024-01-20,0,HỒ CHÍ MINH,2000,Gà nội địa,698,46276251
2022-01-22,0,HÀ NỘI,2000,Gà nội địa,4875,326041788
2023-12-24,0,HỒ CHÍ MINH,1500,Gà nội địa,321,27703499
2023-01-08,1,HÀ NỘI,2000,Gà nội địa,3891,231262367
2024-03-05,0,HÀ NỘI,2000,Gà nội địa,295,18895303
2023-01-27,0,HỒ CHÍ MINH,2000,Gà nội địa,1779,109308302
2023-03-28,1,HÀ NỘI,2000,Gà nội địa,5761,312171501
2023-07-18,0,HÀ NỘI,1500,Gà nội địa,1380,97316327
2023-10-30,1,HỒ CHÍ MINH,2000,Gà nội địa,2827,188107320
2022-04-05,0,HỒ CHÍ MINH,2000,Gà nội địa,3783,236853071
2023-07-06,0,HỒ CHÍ MINH,2000,Gà nội địa,1814,102259499
2024-02-24,0,HỒ CHÍ MINH,1500,Gà nội địa,325,31576002
2023-04-05,0,HÀ NỘI,2000,Gà nội địa,628,40322191
2023-12-01,1,HỒ CHÍ MINH,1500,Gà nội địa,445,36125174
2023-01-12,0,HỒ CHÍ MINH,1500,Gà nội địa,407,31832683
2023-11-08,1,HỒ CHÍ MINH,1500,Gà nội địa,542,43231471
2024-01-14,0,HỒ CHÍ MINH,2000,Gà nội địa,882,55888209
2024-01-07,1,HÀ NỘI,1500,Gà nội địa,3544,271496932
2022-09-14,1,HÀ NỘI,2000,Gà nội địa,431,26506134
2023-10-31,0,HÀ NỘI,1500,Gà nội địa,990,70324967
2023-01-02,0,HÀ NỘI,1500,Gà nội địa,3424,246209312
2023-01-13,1,HỒ CHÍ MINH,2000,Gà nội địa,995,64742719
2022-03-28,0,HÀ NỘI,1500,Gà nội địa,3037,200256391
2023-11-27,0,HỒ CHÍ MINH,2000,Gà nội địa,897,54740346
2023-05-24,0,HỒ CHÍ MINH,1500,Gà nội địa,331,26570381
2023-10-28,1,HÀ NỘI,2000,Gà nội địa,6901,420553074
2024-02-05,1,HÀ NỘI,2000,Gà nội địa,4308,257726647
2022-11-04,0,HỒ CHÍ MINH,2000,Gà nội địa,2900,181443483
2023-04-18,1,HÀ NỘI,1500,Gà nội địa,2036,134329089
2023-08-03,0,HÀ NỘI,2000,Gà nội địa,406,25434419
2023-11-01,0,HÀ NỘI,2000,Gà nội địa,299,20806233
2023-04-18,0,HÀ NỘI,2000,Gà nội địa,652,40499542
2024-04-05,0,HỒ CHÍ MINH,1500,Gà nội địa,277,23258164
2023-01-11,1,HỒ CHÍ MINH,1500,Gà nội địa,203,16083656
2022-09-06,1,HỒ CHÍ MINH,2000,Gà nội địa,63,3997637
2023-05-14,0,HỒ CHÍ MINH,1500,Gà nội địa,403,36644946
2022-12-19,0,HÀ NỘI,2000,Gà nội địa,5434,364373914
2023-07-18,1,HÀ NỘI,2000,Gà nội địa,8413,482365632
2022-04-25,0,HỒ CHÍ MINH,1500,Gà nội địa,784,61981738
2022-02-19,0,HÀ NỘI,2000,Gà nội địa,4560,268040875
2022-03-01,0,HỒ CHÍ MINH,1500,Gà nội địa,828,65700906
2022-11-23,0,HÀ NỘI,1500,Gà nội địa,3255,220422681
2023-08-31,1,HÀ NỘI,2000,Gà nội địa,5769,330581802
2023-08-15,1,HÀ NỘI,2000,Gà nội địa,7567,422685550
2023-06-01,1,HÀ NỘI,2000,Gà nội địa,6403,375569223
2024-03-09,0,HÀ NỘI,1500,Gà nội địa,1098,89160497
2023-03-18,1,HÀ NỘI,1500,Gà nội địa,2656,206029992
2023-09-02,0,HÀ NỘI,2000,Gà nội địa,391,25814589
2024-01-19,0,HỒ CHÍ MINH,1500,Gà nội địa,256,20596048
2022-11-08,0,HÀ NỘI,1500,Gà nội địa,3023,204682473
2022-04-25,0,HỒ CHÍ MINH,2000,Gà nội địa,3881,242305719
2023-03-01,0,HỒ CHÍ MINH,1500,Gà nội địa,394,27726275
2022-07-09,0,HỒ CHÍ MINH,2000,Gà nội địa,3279,226533886
2023-01-18,0,HÀ NỘI,2000,Gà nội địa,1306,91106739
2023-04-09,1,HÀ NỘI,2000,Gà nội địa,5703,329259968
2023-03-31,1,HÀ NỘI,2000,Gà nội địa,4824,267057130
2023-11-14,0,HỒ CHÍ MINH,2000,Gà nội địa,925,57653282
2024-02-27,0,HÀ NỘI,1500,Gà nội địa,993,67652664
2023-01-16,1,HỒ CHÍ MINH,1500,Gà nội địa,135,11164074
2024-04-09,1,HÀ NỘI,2000,Gà nội địa,7999,451561783
2022-03-11,0,HỒ CHÍ MINH,2000,Gà nội địa,3641,239872290
2022-10-14,0,HÀ NỘI,2000,Gà nội địa,5846,376305218
2023-03-18,0,HỒ CHÍ MINH,1500,Gà nội địa,447,37655863
2022-03-16,0,HỒ CHÍ MINH,1500,Gà nội địa,822,61763367
2022-09-30,1,HỒ CHÍ MINH,2000,Gà nội địa,255,16354329
2024-03-06,0,HỒ CHÍ MINH,1500,Gà nội địa,305,26510587
2022-11-03,1,HÀ NỘI,2000,Gà nội địa,507,31140069
2022-04-27,0,HÀ NỘI,1500,Gà nội địa,2627,180571680
2023-05-29,1,HÀ NỘI,1500,Gà nội địa,2187,152260182
